timestamp,open,high,low,close,volume
2025-01-01 00:00:00,32.993,33.25,32.931,33.206,10098.4
2025-01-01 00:30:00,33.209,33.568,33.209,33.555,15819.5
2025-01-01 01:00:00,33.555,33.558,33.134,33.146,14156.4
2025-01-01 01:30:00,33.14,33.245,32.939,33.019,10127.4
2025-01-01 02:00:00,33.026,33.178,33.006,33.032,4504.2
2025-01-01 02:30:00,33.038,33.196,33.034,33.135,8319.0
2025-01-01 03:00:00,33.137,33.16,32.939,33.025,4588.6
2025-01-01 03:30:00,33.022,33.103,32.998,33.05,4842.5
2025-01-01 04:00:00,33.051,33.068,32.883,32.97,5427.5
2025-01-01 04:30:00,32.964,32.992,32.824,32.845,5262.8
2025-01-01 05:00:00,32.836,33.083,32.829,33.053,5414.0
2025-01-01 05:30:00,33.051,33.128,32.992,33.018,6809.0
2025-01-01 06:00:00,33.02,33.099,32.94,33.017,9364.8
2025-01-01 06:30:00,33.017,33.05,32.839,33.05,7126.1
2025-01-01 07:00:00,33.049,33.061,32.873,32.912,11722.6
2025-01-01 07:30:00,32.904,32.989,32.88,32.898,2772.4
2025-01-01 08:00:00,32.9,32.993,32.653,32.726,14408.0
2025-01-01 08:30:00,32.717,32.794,32.583,32.613,8586.2
2025-01-01 09:00:00,32.617,32.672,32.29,32.402,30422.0
2025-01-01 09:30:00,32.402,32.529,32.226,32.478,14477.2
2025-01-01 10:00:00,32.483,32.625,32.47,32.542,14107.7
2025-01-01 10:30:00,32.539,32.675,32.445,32.485,9966.6
2025-01-01 11:00:00,32.485,32.6,32.402,32.6,10937.1
2025-01-01 11:30:00,32.602,32.919,32.528,32.726,13991.3
2025-01-01 12:00:00,32.723,33.026,32.705,33.009,17964.7
2025-01-01 12:30:00,33.005,33.059,32.861,33.03,10478.5
2025-01-01 13:00:00,33.017,33.168,32.831,32.887,14775.1
2025-01-01 13:30:00,32.887,33.091,32.886,33.079,9128.5
2025-01-01 14:00:00,33.081,33.307,33.016,33.029,13595.3
2025-01-01 14:30:00,33.023,33.166,32.848,33.114,9101.4
2025-01-01 15:00:00,33.12,33.222,33.01,33.161,7410.8
2025-01-01 15:30:00,33.159,33.638,33.136,33.622,16910.6
2025-01-01 16:00:00,33.619,33.816,33.427,33.64,16090.7
2025-01-01 16:30:00,33.639,33.714,33.368,33.446,15275.2
2025-01-01 17:00:00,33.447,33.555,33.159,33.329,15308.2
2025-01-01 17:30:00,33.327,33.629,33.317,33.621,7225.4
2025-01-01 18:00:00,33.622,33.804,33.511,33.756,5490.0
2025-01-01 18:30:00,33.762,34.081,33.751,34.039,16345.3
2025-01-01 19:00:00,34.035,34.257,34.017,34.027,13063.0
2025-01-01 19:30:00,34.028,34.37,33.857,34.17,17623.4
2025-01-01 20:00:00,34.171,34.357,34.17,34.298,6453.0
2025-01-01 20:30:00,34.301,34.468,34.231,34.462,9276.0
2025-01-01 21:00:00,34.46,34.71,34.271,34.61,14998.9
2025-01-01 21:30:00,34.61,34.665,34.462,34.576,9906.4
2025-01-01 22:00:00,34.577,34.751,34.298,34.53,14241.1
2025-01-01 22:30:00,34.528,34.745,34.454,34.663,5832.4
2025-01-01 23:00:00,34.659,34.788,34.542,34.677,6642.1
2025-01-01 23:30:00,34.676,34.844,34.58,34.712,10391.1
2025-01-02 00:00:00,34.712,35.746,34.507,35.457,63480.5
2025-01-02 00:30:00,35.452,35.781,35.215,35.394,32531.9
2025-01-02 01:00:00,35.387,35.568,35.144,35.177,25031.6
2025-01-02 01:30:00,35.181,35.202,34.778,34.908,46962.2
2025-01-02 02:00:00,34.91,35.221,34.888,35.194,19638.5
2025-01-02 02:30:00,35.185,35.437,35.07,35.342,15420.6
2025-01-02 03:00:00,35.347,35.463,35.076,35.187,12140.9
2025-01-02 03:30:00,35.187,35.209,35.023,35.023,8519.2
2025-01-02 04:00:00,35.023,35.117,34.901,34.944,9204.5
2025-01-02 04:30:00,34.949,35.454,34.925,35.251,21735.0
2025-01-02 05:00:00,35.256,35.275,35.049,35.218,10387.8
2025-01-02 05:30:00,35.219,35.295,35.051,35.139,7495.7
2025-01-02 06:00:00,35.144,35.258,34.831,34.85,10532.9
2025-01-02 06:30:00,34.854,35.073,34.824,34.981,5613.6
2025-01-02 07:00:00,34.981,35.279,34.91,35.192,9910.4
2025-01-02 07:30:00,35.198,35.361,35.165,35.323,9802.9
2025-01-02 08:00:00,35.321,35.389,35.128,35.175,6801.0
2025-01-02 08:30:00,35.182,35.557,35.053,35.452,11929.3
2025-01-02 09:00:00,35.455,35.635,35.4,35.606,12556.7
2025-01-02 09:30:00,35.605,35.998,35.433,35.891,20347.6
2025-01-02 10:00:00,35.893,35.93,35.689,35.834,10305.3
2025-01-02 10:30:00,35.83,35.946,35.669,35.745,13891.0
2025-01-02 11:00:00,35.749,35.911,35.61,35.707,16100.6
2025-01-02 11:30:00,35.708,35.899,35.696,35.775,7923.5
2025-01-02 12:00:00,35.776,36.028,35.764,35.821,16131.5
2025-01-02 12:30:00,35.83,36.066,35.713,36.04,6113.5
2025-01-02 13:00:00,36.046,36.076,35.751,35.976,12059.6
2025-01-02 13:30:00,35.981,36.063,35.786,35.832,8561.1
2025-01-02 14:00:00,35.847,35.903,35.363,35.722,29149.1
2025-01-02 14:30:00,35.731,36.569,35.65,36.036,73238.4
2025-01-02 15:00:00,36.035,36.064,35.509,35.693,20594.9
2025-01-02 15:30:00,35.69,35.749,35.513,35.626,14049.1
2025-01-02 16:00:00,35.628,36.012,35.452,35.948,20104.1
2025-01-02 16:30:00,35.948,36.112,35.85,35.934,10500.8
2025-01-02 17:00:00,35.936,35.984,35.72,35.743,4999.6
2025-01-02 17:30:00,35.739,35.739,35.268,35.49,22061.4
2025-01-02 18:00:00,35.492,35.595,35.381,35.538,7503.1
2025-01-02 18:30:00,35.526,35.659,35.427,35.65,5412.3
2025-01-02 19:00:00,35.65,35.678,35.56,35.563,3616.6
2025-01-02 19:30:00,35.563,35.563,35.424,35.441,4626.8
2025-01-02 20:00:00,35.453,35.724,35.453,35.593,3204.6
2025-01-02 20:30:00,35.601,35.601,35.363,35.416,4847.9
2025-01-02 21:00:00,35.422,35.492,35.323,35.433,3508.9
2025-01-02 21:30:00,35.434,35.434,35.278,35.384,3212.4
2025-01-02 22:00:00,35.387,35.387,35.012,35.121,10785.0
2025-01-02 22:30:00,35.124,35.37,35.124,35.305,2978.5
2025-01-02 23:00:00,35.298,35.46,35.245,35.444,4577.4
2025-01-02 23:30:00,35.453,35.818,35.452,35.738,8455.5
2025-01-03 00:00:00,35.737,35.762,35.424,35.681,10175.1
2025-01-03 00:30:00,35.681,35.834,35.382,35.408,6345.7
2025-01-03 01:00:00,35.402,35.482,35.1,35.306,10234.1
2025-01-03 01:30:00,35.309,35.449,35.126,35.401,4314.4
2025-01-03 02:00:00,35.404,35.915,35.3,35.871,13077.2
2025-01-03 02:30:00,35.871,35.895,35.531,35.549,10489.5
2025-01-03 03:00:00,35.543,35.68,35.487,35.571,8520.2
2025-01-03 03:30:00,35.578,35.841,35.521,35.828,8551.5
2025-01-03 04:00:00,35.826,35.826,35.594,35.62,5777.9
2025-01-03 04:30:00,35.617,35.673,35.435,35.492,5206.3
2025-01-03 05:00:00,35.494,35.534,35.238,35.325,8384.4
2025-01-03 05:30:00,35.326,35.465,35.284,35.406,3759.3
2025-01-03 06:00:00,35.402,35.762,35.402,35.57,9140.5
2025-01-03 06:30:00,35.551,35.733,35.453,35.472,6830.4
2025-01-03 07:00:00,35.47,35.534,35.234,35.297,9413.1
2025-01-03 07:30:00,35.304,35.357,35.153,35.233,7458.4
2025-01-03 08:00:00,35.242,35.471,35.242,35.27,7720.5
2025-01-03 08:30:00,35.266,35.401,35.116,35.306,8545.8
2025-01-03 09:00:00,35.298,35.806,35.297,35.74,17753.9
2025-01-03 09:30:00,35.735,35.735,35.518,35.52,16890.7
2025-01-03 10:00:00,35.523,35.56,35.359,35.491,15942.2
2025-01-03 10:30:00,35.5,35.693,35.486,35.592,7753.6
2025-01-03 11:00:00,35.594,36.043,35.594,36.009,13544.8
2025-01-03 11:30:00,36.01,36.358,35.946,36.205,23150.6
2025-01-03 12:00:00,36.204,36.426,36.082,36.256,20594.4
2025-01-03 12:30:00,36.252,36.321,35.963,35.979,12447.9
2025-01-03 13:00:00,35.975,36.923,35.964,36.827,34759.2
2025-01-03 13:30:00,36.815,36.815,36.242,36.322,34433.7
2025-01-03 14:00:00,36.312,37.061,36.31,37.013,26062.1
2025-01-03 14:30:00,37.018,37.551,36.841,37.129,58572.2
2025-01-03 15:00:00,37.132,37.385,37.019,37.214,21276.5
2025-01-03 15:30:00,37.213,37.665,37.138,37.41,26101.5
2025-01-03 16:00:00,37.405,37.948,37.382,37.615,42089.2
2025-01-03 16:30:00,37.619,38.178,37.616,37.967,28616.7
2025-01-03 17:00:00,37.973,38.148,37.745,37.922,18178.8
2025-01-03 17:30:00,37.923,37.996,37.83,37.918,8279.6
2025-01-03 18:00:00,37.917,38.222,37.87,38.21,13648.0
2025-01-03 18:30:00,38.184,38.393,38.014,38.078,14836.2
2025-01-03 19:00:00,38.082,38.357,38.04,38.225,11724.7
2025-01-03 19:30:00,38.22,38.262,38.011,38.058,12517.9
2025-01-03 20:00:00,38.06,38.11,37.717,38.089,30159.4
2025-01-03 20:30:00,38.088,38.158,37.973,38.075,8725.6
2025-01-03 21:00:00,38.074,38.279,37.98,38.21,11744.9
2025-01-03 21:30:00,38.207,38.212,38.073,38.142,3126.7
2025-01-03 22:00:00,38.142,38.28,38.102,38.249,10072.5
2025-01-03 22:30:00,38.25,38.276,38.03,38.051,4285.2
2025-01-03 23:00:00,38.05,38.068,37.783,37.783,14278.5
2025-01-03 23:30:00,37.783,37.874,37.732,37.802,7076.0
2025-01-04 00:00:00,37.802,37.963,37.657,37.777,11742.1
2025-01-04 00:30:00,37.778,37.787,37.313,37.398,19240.6
2025-01-04 01:00:00,37.399,37.436,37.077,37.3,19666.3
2025-01-04 01:30:00,37.3,37.39,37.22,37.34,8291.0
2025-01-04 02:00:00,37.337,37.515,37.241,37.279,11969.6
2025-01-04 02:30:00,37.284,37.578,37.216,37.484,8279.7
2025-01-04 03:00:00,37.485,37.553,37.404,37.5,6280.6
2025-01-04 03:30:00,37.494,37.576,37.403,37.411,3565.8
2025-01-04 04:00:00,37.409,37.416,37.098,37.107,13630.7
2025-01-04 04:30:00,37.105,37.25,37.009,37.244,7982.2
2025-01-04 05:00:00,37.24,37.278,37.14,37.262,3756.4
2025-01-04 05:30:00,37.263,37.301,37.098,37.191,4563.0
2025-01-04 06:00:00,37.191,37.441,37.191,37.365,10145.5
2025-01-04 06:30:00,37.365,37.48,37.27,37.408,4395.1
2025-01-04 07:00:00,37.406,37.584,37.402,37.55,5951.9
2025-01-04 07:30:00,37.549,37.661,37.431,37.461,9355.0
2025-01-04 08:00:00,37.458,37.526,37.104,37.233,12187.1
2025-01-04 08:30:00,37.24,37.334,36.949,37.024,13804.1
2025-01-04 09:00:00,37.028,37.298,37.014,37.221,6288.8
2025-01-04 09:30:00,37.222,37.269,37.087,37.183,2456.1
2025-01-04 10:00:00,37.184,37.229,36.871,37.044,11218.2
2025-01-04 10:30:00,37.042,37.186,37.025,37.12,5759.7
2025-01-04 11:00:00,37.121,37.154,36.982,37.06,4639.8
2025-01-04 11:30:00,37.064,37.307,37.008,37.261,12250.9
2025-01-04 12:00:00,37.264,38.229,37.203,38.022,34636.6
2025-01-04 12:30:00,38.02,38.365,37.624,38.239,57482.2
2025-01-04 13:00:00,38.235,38.57,38.039,38.115,33465.4
2025-01-04 13:30:00,38.103,38.174,37.847,38.096,17074.0
2025-01-04 14:00:00,38.091,38.194,37.769,37.936,18976.6
2025-01-04 14:30:00,37.937,37.989,37.747,37.864,10290.2
2025-01-04 15:00:00,37.865,38.311,37.437,37.66,28930.1
2025-01-04 15:30:00,37.665,37.694,36.951,36.989,57405.6
2025-01-04 16:00:00,36.99,37.333,36.888,37.164,24996.3
2025-01-04 16:30:00,37.158,37.223,36.922,37.135,12288.7
2025-01-04 17:00:00,37.134,37.456,37.06,37.28,12672.0
2025-01-04 17:30:00,37.276,37.462,37.212,37.428,4979.7
2025-01-04 18:00:00,37.431,37.619,37.383,37.488,5184.8
2025-01-04 18:30:00,37.494,37.504,37.251,37.372,5457.6
2025-01-04 19:00:00,37.374,37.63,37.302,37.533,6638.2
