,timestamp,exit_timestamp,position_ai,position_vr,current_ai,current_vr,entry_ai,entry_vr,amount_ai,amount_vr,pnl_ai,pnl_vr,pnl_per_trade,pnl_all,,,beta
trades1,18/2/2025 16:45,21/2/2025 8:11,-1,1,0.3604,1.2267,0.3058,1.004,327.0111184,78.83784861,-17.85480706,17.55718888,-0.297618179,-0.297618179,,-0.297610046,0.791532
