,timestamps,symbol1,symbol2,pnl,ai_position,vr_position,amount_ai,amount_vr,ratio,beta
69267,2025-02-18 02:27:00,0.357,1.1539,0.0,0,0,0.0,0.0,-0.07090001457310446,0.7716828943495783
69268,2025-02-18 02:28:00,0.3572,1.1536,0.0,0,0,0.0,0.0,-0.0715884485711683,0.7716882946744319
69269,2025-02-18 02:29:00,0.3578,1.1536,0.0,0,0,0.0,0.0,-0.07287993080755617,0.7716930088487852
69270,2025-02-18 02:30:00,0.3566,1.151,0.0,0,0,0.0,0.0,-0.0725401984804257,0.7716974764292716
69271,2025-02-18 02:31:00,0.3562,1.1501,0.0,0,0,0.0,0.0,-0.07245280355937656,0.7717015412600797
69272,2025-02-18 02:32:00,0.3557,1.1501,0.0,0,0,0.0,0.0,-0.07136528427890221,0.7717056950570127
69273,2025-02-18 02:33:00,0.3568,1.1523,0.0,0,0,0.0,0.0,-0.07183339043663806,0.7717104781924587
69274,2025-02-18 02:34:00,0.3573,1.1532,0.0,0,0,0.0,0.0,-0.0721297085860011,0.7717150794837412
69275,2025-02-18 02:35:00,0.3565,1.1515,0.0,0,0,0.0,0.0,-0.07187149734847276,0.7717197563750533
69276,2025-02-18 02:36:00,0.3571,1.1515,0.0,0,0,0.0,0.0,-0.0731655123453765,0.7717246394566418
69277,2025-02-18 02:37:00,0.3563,1.1478,0.0,0,0,0.0,0.0,-0.07464926392308946,0.7717296221574245
69278,2025-02-18 02:38:00,0.357,1.15,0.0,0,0,0.0,0.0,-0.0742454960467912,0.7717336732767718
69279,2025-02-18 02:39:00,0.3574,1.1507,0.0,0,0,0.0,0.0,-0.07449771531329963,0.7717372762780657
69280,2025-02-18 02:40:00,0.3573,1.1513,0.0,0,0,0.0,0.0,-0.07375708185191276,0.7717405979753269
69281,2025-02-18 02:41:00,0.3562,1.1465,0.0,0,0,0.0,0.0,-0.07555181639341213,0.7717445104227594
69282,2025-02-18 02:42:00,0.3568,1.1483,0.0,0,0,0.0,0.0,-0.07527850776101774,0.7717476824863883
69283,2025-02-18 02:43:00,0.3567,1.149,0.0,0,0,0.0,0.0,-0.0744494793507533,0.7717504400909766
69284,2025-02-18 02:44:00,0.3571,1.1503,0.0,0,0,0.0,0.0,-0.0741804576347681,0.771752820445305
69285,2025-02-18 02:45:00,0.3578,1.1513,0.0,0,0,0.0,0.0,-0.0748194465031008,0.7717560239110164
69286,2025-02-18 02:46:00,0.3571,1.1496,0.0,0,0,0.0,0.0,-0.07478234312542198,0.7717594329898988
69287,2025-02-18 02:47:00,0.3576,1.1493,0.0,0,0,0.0,0.0,-0.07611978866592217,0.7717624012675278
69288,2025-02-18 02:48:00,0.3577,1.1497,0.0,0,0,0.0,0.0,-0.07598414768505601,0.7717656886354617
69289,2025-02-18 02:49:00,0.3589,1.1524,0.0,0,0,0.0,0.0,-0.07621990586150762,0.77176839314793
69290,2025-02-18 02:50:00,0.3591,1.1523,0.0,0,0,0.0,0.0,-0.07673319544966095,0.7717716072780461
69291,2025-02-18 02:51:00,0.3588,1.1528,0.0,0,0,0.0,0.0,-0.07565106468969629,0.771774239595267
69292,2025-02-18 02:52:00,0.3585,1.1527,0.0,0,0,0.0,0.0,-0.07508898742069547,0.7717768310970768
69293,2025-02-18 02:53:00,0.3586,1.1516,0.0,0,0,0.0,0.0,-0.07625574834645354,0.7717790696459651
69294,2025-02-18 02:54:00,0.3581,1.1494,0.0,0,0,0.0,0.0,-0.07708781722595048,0.7717814566548784
69295,2025-02-18 02:55:00,0.3579,1.1486,0.0,0,0,0.0,0.0,-0.0773495047491517,0.7717843128796785
69296,2025-02-18 02:56:00,0.358,1.149,0.0,0,0,0.0,0.0,-0.07721354036762051,0.7717871088931311
69297,2025-02-18 02:57:00,0.3587,1.1515,0.0,0,0,0.0,0.0,-0.07654431960720232,0.7717900633059361
69298,2025-02-18 02:58:00,0.3585,1.1513,0.0,0,0,0.0,0.0,-0.07628430326914692,0.7717925001398436
69299,2025-02-18 02:59:00,0.3592,1.1515,0.0,0,0,0.0,0.0,-0.07761277156070978,0.7717951036618168
69300,2025-02-18 03:00:00,0.3578,1.1486,0.0,0,0,0.0,0.0,-0.07711707197625617,0.7717976817027737
69301,2025-02-18 03:01:00,0.358,1.1496,0.0,0,0,0.0,0.0,-0.07667475268293544,0.7718004450896254
69302,2025-02-18 03:02:00,0.3595,1.1513,0.0,0,0,0.0,0.0,-0.07842065248015928,0.7718034766029191
69303,2025-02-18 03:03:00,0.3607,1.1542,0.0,0,0,0.0,0.0,-0.07847348586640912,0.7718063414844971
69304,2025-02-18 03:04:00,0.3621,1.1566,0.0,0,0,0.0,0.0,-0.07938268819496452,0.7718092957741276
69305,2025-02-18 03:05:00,0.3625,1.157,0.0,0,0,0.0,0.0,-0.07988574613736632,0.7718113961176399
69306,2025-02-18 03:06:00,0.3619,1.1545,0.0,0,0,0.0,0.0,-0.0807670785290221,0.7718130092669878
69307,2025-02-18 03:07:00,0.3622,1.1557,0.0,0,0,0.0,0.0,-0.08036457754325355,0.7718144002667315
69308,2025-02-18 03:08:00,0.3625,1.1569,0.0,0,0,0.0,0.0,-0.07996260774647734,0.771815946771397
69309,2025-02-18 03:09:00,0.3629,1.1579,0.0,0,0,0.0,0.0,-0.079946617603324,0.7718174284013632
69310,2025-02-18 03:10:00,0.3627,1.156,0.0,0,0,0.0,0.0,-0.08116004417692857,0.7718195421571271
69311,2025-02-18 03:11:00,0.3631,1.1579,0.0,0,0,0.0,0.0,-0.08036510148493359,0.7718221936254
69312,2025-02-18 03:12:00,0.3623,1.1572,0.0,0,0,0.0,0.0,-0.07926402332266269,0.7718249644279593
69313,2025-02-18 03:13:00,0.3612,1.1554,0.0,0,0,0.0,0.0,-0.07847027001017803,0.7718282267974697
69314,2025-02-18 03:14:00,0.3608,1.1537,0.0,0,0,0.0,0.0,-0.07908394032371802,0.7718316327371947
69315,2025-02-18 03:15:00,0.3612,1.1541,0.0,0,0,0.0,0.0,-0.07958889691162985,0.771835257290455
69316,2025-02-18 03:16:00,0.3605,1.1519,0.0,0,0,0.0,0.0,-0.07999601267482881,0.7718391751306318
69317,2025-02-18 03:17:00,0.3605,1.1514,0.0,0,0,0.0,0.0,-0.08042645406071725,0.7718431444495729
69318,2025-02-18 03:18:00,0.3601,1.1495,0.0,0,0,0.0,0.0,-0.0812174069945546,0.7718467818396011
69319,2025-02-18 03:19:00,0.3605,1.1502,0.0,0,0,0.0,0.0,-0.08146178350730948,0.7718506901153506
69320,2025-02-18 03:20:00,0.3606,1.1526,0.0,0,0,0.0,0.0,-0.07958779468088828,0.771854467561144
69321,2025-02-18 03:21:00,0.3598,1.151,0.0,0,0,0.0,0.0,-0.07925910882899756,0.7718577107520146
69322,2025-02-18 03:22:00,0.3612,1.1515,0.0,0,0,0.0,0.0,-0.08181864125115568,0.771861254142492
69323,2025-02-18 03:23:00,0.3605,1.15,0.0,0,0,0.0,0.0,-0.08162123935730314,0.7718644115095408
69324,2025-02-18 03:24:00,0.3605,1.1509,0.0,0,0,0.0,0.0,-0.0808353601891244,0.7718676265022865
69325,2025-02-18 03:25:00,0.3606,1.1507,0.0,0,0,0.0,0.0,-0.08121958537173146,0.7718711204869796
69326,2025-02-18 03:26:00,0.3596,1.1487,0.0,0,0,0.0,0.0,-0.08081205738765818,0.7718744688322119
69327,2025-02-18 03:27:00,0.36,1.151,0.0,0,0,0.0,0.0,-0.07966630121715412,0.7718780018286546
69328,2025-02-18 03:28:00,0.3597,1.1511,0.0,0,0,0.0,0.0,-0.07893224984630309,0.7718819504034918
69329,2025-02-18 03:29:00,0.3593,1.1509,0.0,0,0,0.0,0.0,-0.0782434765017751,0.7718860921697883
69330,2025-02-18 03:30:00,0.3599,1.1521,0.0,0,0,0.0,0.0,-0.07848574189240964,0.7718894084919127
69331,2025-02-18 03:31:00,0.3583,1.1494,0.0,0,0,0.0,0.0,-0.07738957580234729,0.7718914119051806
69332,2025-02-18 03:32:00,0.3587,1.1511,0.0,0,0,0.0,0.0,-0.07676967136619417,0.7718933961688215
69333,2025-02-18 03:33:00,0.3593,1.1529,0.0,0,0,0.0,0.0,-0.07649411783956617,0.7718950190431011
69334,2025-02-18 03:34:00,0.3589,1.1518,0.0,0,0,0.0,0.0,-0.07658573908428468,0.7718966675933351
69335,2025-02-18 03:35:00,0.36,1.1542,0.0,0,0,0.0,0.0,-0.07686326477153094,0.7718982776746286
69336,2025-02-18 03:36:00,0.359,1.153,0.0,0,0,0.0,0.0,-0.07575317350323174,0.771900212797262
69337,2025-02-18 03:37:00,0.3584,1.152,0.0,0,0,0.0,0.0,-0.07532659328779245,0.7719018160139794
69338,2025-02-18 03:38:00,0.3581,1.1516,0.0,0,0,0.0,0.0,-0.07502425551503855,0.7719040953098427
69339,2025-02-18 03:39:00,0.3576,1.1517,0.0,0,0,0.0,0.0,-0.07385576606144817,0.7719060659292565
69340,2025-02-18 03:40:00,0.3581,1.151,0.0,0,0,0.0,0.0,-0.07553906159844526,0.771908218904794
69341,2025-02-18 03:41:00,0.3579,1.1508,0.0,0,0,0.0,0.0,-0.07527840160845134,0.7719103292973605
69342,2025-02-18 03:42:00,0.3574,1.151,0.0,0,0,0.0,0.0,-0.074022273378336,0.7719126639804093
69343,2025-02-18 03:43:00,0.3571,1.1502,0.0,0,0,0.0,0.0,-0.07406626896809643,0.771914345871032
69344,2025-02-18 03:44:00,0.3575,1.1514,0.0,0,0,0.0,0.0,-0.07388456913492758,0.771916229892363
69345,2025-02-18 03:45:00,0.3566,1.1496,0.0,0,0,0.0,0.0,-0.07350024107407627,0.7719182313528745
69346,2025-02-18 03:46:00,0.3561,1.1465,0.0,0,0,0.0,0.0,-0.07511413843001957,0.7719204792462715
69347,2025-02-18 03:47:00,0.3565,1.1482,0.0,0,0,0.0,0.0,-0.07449584630379846,0.771922720515326
69348,2025-02-18 03:48:00,0.3568,1.1479,0.0,0,0,0.0,0.0,-0.07540333900483165,0.7719244400618454
69349,2025-02-18 03:49:00,0.3566,1.1483,0.0,0,0,0.0,0.0,-0.074619021254683,0.7719261518161764
