,timestamps,symbol1,symbol2,pnl,ai_position,vr_position,amount_ai,amount_vr,ratio,beta
69121,2025-02-18 00:01:00,0.3584,1.1533,0.0,0,0,0.0,0.0,-0.07489016257131265,0.7714645015723312
69122,2025-02-18 00:02:00,0.3576,1.152,0.0,0,0,0.0,0.0,-0.07429133745920413,0.771464105228569
69123,2025-02-18 00:03:00,0.3558,1.1492,0.0,0,0,0.0,0.0,-0.07282911795079694,0.7714638712880946
69124,2025-02-18 00:04:00,0.3564,1.1496,0.0,0,0,0.0,0.0,-0.07377828888525462,0.7714632108473349
69125,2025-02-18 00:05:00,0.357,1.1506,0.0,0,0,0.0,0.0,-0.07420381252601072,0.7714623354038963
69126,2025-02-18 00:06:00,0.3598,1.1549,0.0,0,0,0.0,0.0,-0.07649790333265649,0.7714617829657228
69127,2025-02-18 00:07:00,0.3591,1.1553,0.0,0,0,0.0,0.0,-0.07464652459033116,0.7714613412135631
69128,2025-02-18 00:08:00,0.3602,1.1576,0.0,0,0,0.0,0.0,-0.07501450355816752,0.7714607801847222
69129,2025-02-18 00:09:00,0.3607,1.1554,0.0,0,0,0.0,0.0,-0.07798410529418998,0.7714602636479667
69130,2025-02-18 00:10:00,0.3597,1.1533,0.0,0,0,0.0,0.0,-0.07765861298181687,0.7714604502445285
69131,2025-02-18 00:11:00,0.3588,1.152,0.0,0,0,0.0,0.0,-0.07685083934193815,0.7714606668808007
69132,2025-02-18 00:12:00,0.3585,1.1498,0.0,0,0,0.0,0.0,-0.07811393940781808,0.7714617912681688
69133,2025-02-18 00:13:00,0.3574,1.1483,0.0,0,0,0.0,0.0,-0.07704554590232948,0.7714626892057228
69134,2025-02-18 00:14:00,0.3577,1.1488,0.0,0,0,0.0,0.0,-0.07725439339270823,0.7714637696229922
69135,2025-02-18 00:15:00,0.3572,1.1494,0.0,0,0,0.0,0.0,-0.07565007425501558,0.7714648100720951
69136,2025-02-18 00:16:00,0.3568,1.1462,0.0,0,0,0.0,0.0,-0.0775705348069281,0.7714656809538762
69137,2025-02-18 00:17:00,0.357,1.1464,0.0,0,0,0.0,0.0,-0.07782536798755157,0.7714660648957931
69138,2025-02-18 00:18:00,0.3565,1.1451,0.0,0,0,0.0,0.0,-0.07787575148408998,0.7714664125399245
69139,2025-02-18 00:19:00,0.356,1.1449,0.0,0,0,0.0,0.0,-0.07696462376678948,0.7714670932637308
69140,2025-02-18 00:20:00,0.3565,1.1444,0.0,0,0,0.0,0.0,-0.0784811969183451,0.7714673000007457
69141,2025-02-18 00:21:00,0.357,1.1444,0.0,0,0,0.0,0.0,-0.07955946073238829,0.7714671662807688
69142,2025-02-18 00:22:00,0.3562,1.1431,0.0,0,0,0.0,0.0,-0.07896239499524416,0.7714670321251388
69143,2025-02-18 00:23:00,0.3551,1.1396,0.0,0,0,0.0,0.0,-0.07963980067222853,0.7714671270321388
69144,2025-02-18 00:24:00,0.3548,1.1382,0.0,0,0,0.0,0.0,-0.08021393097512441,0.771467301026514
69145,2025-02-18 00:25:00,0.3553,1.1398,0.0,0,0,0.0,0.0,-0.0798924493504869,0.771467886418628
69146,2025-02-18 00:26:00,0.3554,1.1396,0.0,0,0,0.0,0.0,-0.0802818595755791,0.7714684761833872
69147,2025-02-18 00:27:00,0.3539,1.1384,0.0,0,0,0.0,0.0,-0.07806934046423386,0.7714691770109785
69148,2025-02-18 00:28:00,0.3537,1.1375,0.0,0,0,0.0,0.0,-0.07842097350702693,0.7714699613231272
69149,2025-02-18 00:29:00,0.3534,1.138,0.0,0,0,0.0,0.0,-0.07732378001500795,0.7714706991966398
69150,2025-02-18 00:30:00,0.3542,1.1412,0.0,0,0,0.0,0.0,-0.07625714135029893,0.7714714375033277
69151,2025-02-18 00:31:00,0.3544,1.1395,0.0,0,0,0.0,0.0,-0.07818025440488197,0.7714723020133775
69152,2025-02-18 00:32:00,0.3551,1.1426,0.0,0,0,0.0,0.0,-0.07698263440474595,0.7714732037130249
69153,2025-02-18 00:33:00,0.3544,1.1411,0.0,0,0,0.0,0.0,-0.07677094336745383,0.771473862203683
69154,2025-02-18 00:34:00,0.3545,1.1421,0.0,0,0,0.0,0.0,-0.07610963616179323,0.771474337214679
69155,2025-02-18 00:35:00,0.3548,1.1433,0.0,0,0,0.0,0.0,-0.07570914003018281,0.7714746011618958
69156,2025-02-18 00:36:00,0.354,1.1404,0.0,0,0,0.0,0.0,-0.07650440955472404,0.7714749031065639
69157,2025-02-18 00:37:00,0.3529,1.1386,0.0,0,0,0.0,0.0,-0.07568015381265869,0.7714749845564582
69158,2025-02-18 00:38:00,0.3532,1.1385,0.0,0,0,0.0,0.0,-0.07642056621503368,0.7714751488608992
69159,2025-02-18 00:39:00,0.3528,1.1386,0.0,0,0,0.0,0.0,-0.07545563007627665,0.7714751943233169
69160,2025-02-18 00:40:00,0.3533,1.1396,0.0,0,0,0.0,0.0,-0.07566744579229223,0.7714750888497903
69161,2025-02-18 00:41:00,0.3534,1.1393,0.0,0,0,0.0,0.0,-0.07614621352533923,0.7714747140885483
69162,2025-02-18 00:42:00,0.3531,1.1383,0.0,0,0,0.0,0.0,-0.07636622637616763,0.7714746387943429
69163,2025-02-18 00:43:00,0.3533,1.1388,0.0,0,0,0.0,0.0,-0.07636099550681985,0.7714745755978227
69164,2025-02-18 00:44:00,0.3529,1.1382,0.0,0,0,0.0,0.0,-0.07601111720295384,0.7714746868150613
69165,2025-02-18 00:45:00,0.3533,1.1401,0.0,0,0,0.0,0.0,-0.07521425445666752,0.7714747284892296
69166,2025-02-18 00:46:00,0.3564,1.1469,0.0,0,0,0.0,0.0,-0.07600440775492368,0.7714747211651758
69167,2025-02-18 00:47:00,0.3558,1.1438,0.0,0,0,0.0,0.0,-0.07740825618284541,0.7714743704001522
69168,2025-02-18 00:48:00,0.3545,1.1411,0.0,0,0,0.0,0.0,-0.07694477853721193,0.7714741984951542
69169,2025-02-18 00:49:00,0.3538,1.1411,0.0,0,0,0.0,0.0,-0.07541703434397251,0.7714741480448021
69170,2025-02-18 00:50:00,0.3559,1.1457,0.0,0,0,0.0,0.0,-0.07595663248683104,0.7714742235531258
69171,2025-02-18 00:51:00,0.3559,1.1458,0.0,0,0,0.0,0.0,-0.07586650815745133,0.7714740394092147
69172,2025-02-18 00:52:00,0.3547,1.1448,0.0,0,0,0.0,0.0,-0.07413126195825404,0.7714737979554263
69173,2025-02-18 00:53:00,0.353,1.14,0.0,0,0,0.0,0.0,-0.07462370812299657,0.7714737492170456
69174,2025-02-18 00:54:00,0.3526,1.1409,0.0,0,0,0.0,0.0,-0.07295715035087957,0.771473298453711
69175,2025-02-18 00:55:00,0.3539,1.1413,0.0,0,0,0.0,0.0,-0.07544285420042529,0.7714731684003214
69176,2025-02-18 00:56:00,0.3536,1.1407,0.0,0,0,0.0,0.0,-0.0753117359427814,0.7714722529475082
69177,2025-02-18 00:57:00,0.3541,1.1413,0.0,0,0,0.0,0.0,-0.07587317784198655,0.7714717339006751
69178,2025-02-18 00:58:00,0.3533,1.1404,0.0,0,0,0.0,0.0,-0.07491440188713538,0.7714709725467467
69179,2025-02-18 00:59:00,0.3531,1.1412,0.0,0,0,0.0,0.0,-0.07377360479593176,0.7714701776565913
69180,2025-02-18 01:00:00,0.3537,1.1415,0.0,0,0,0.0,0.0,-0.07481782211274779,0.7714693952682504
69181,2025-02-18 01:01:00,0.354,1.1425,0.0,0,0,0.0,0.0,-0.07459356033299391,0.7714683378416266
69182,2025-02-18 01:02:00,0.3546,1.141,0.0,0,0,0.0,0.0,-0.0772109800163232,0.7714675945457153
69183,2025-02-18 01:03:00,0.3542,1.1408,0.0,0,0,0.0,0.0,-0.07651277334727868,0.7714668252677169
69184,2025-02-18 01:04:00,0.354,1.1405,0.0,0,0,0.0,0.0,-0.07633718189318739,0.7714665768051122
69185,2025-02-18 01:05:00,0.3551,1.1428,0.0,0,0,0.0,0.0,-0.07671318920372083,0.7714662716930746
69186,2025-02-18 01:06:00,0.3559,1.1458,0.0,0,0,0.0,0.0,-0.07582479404561071,0.7714657304844987
69187,2025-02-18 01:07:00,0.3574,1.1475,0.0,0,0,0.0,0.0,-0.07758404297707544,0.7714651022105549
69188,2025-02-18 01:08:00,0.3589,1.1496,0.0,0,0,0.0,0.0,-0.07898381957370759,0.7714646519675762
69189,2025-02-18 01:09:00,0.3585,1.1467,0.0,0,0,0.0,0.0,-0.08064621476227263,0.7714651254267864
69190,2025-02-18 01:10:00,0.3603,1.1513,0.0,0,0,0.0,0.0,-0.08050342857506976,0.7714654433573904
69191,2025-02-18 01:11:00,0.3596,1.1513,0.0,0,0,0.0,0.0,-0.07900017056479258,0.771465554228479
69192,2025-02-18 01:12:00,0.359,1.152,0.0,0,0,0.0,0.0,-0.07710108787760916,0.7714660473364058
69193,2025-02-18 01:13:00,0.3591,1.1515,0.0,0,0,0.0,0.0,-0.07774716853771613,0.7714660461816475
69194,2025-02-18 01:14:00,0.3582,1.1514,0.0,0,0,0.0,0.0,-0.07589530689602408,0.7714657497462745
69195,2025-02-18 01:15:00,0.3577,1.1491,0.0,0,0,0.0,0.0,-0.07681440173936294,0.771465652202974
69196,2025-02-18 01:16:00,0.358,1.1513,0.0,0,0,0.0,0.0,-0.07554567768380605,0.7714653082348449
69197,2025-02-18 01:17:00,0.3583,1.1524,0.0,0,0,0.0,0.0,-0.0752341187747938,0.7714651506633775
69198,2025-02-18 01:18:00,0.3577,1.1522,0.0,0,0,0.0,0.0,-0.07411193188595344,0.7714652184792884
69199,2025-02-18 01:19:00,0.3576,1.1524,0.0,0,0,0.0,0.0,-0.07371994107459579,0.7714649482951969
69200,2025-02-18 01:20:00,0.3575,1.1521,0.0,0,0,0.0,0.0,-0.07376179456055021,0.771464791178795
69201,2025-02-18 01:21:00,0.3568,1.1497,0.0,0,0,0.0,0.0,-0.07433233557963215,0.7714644987937409
69202,2025-02-18 01:22:00,0.3567,1.1513,0.0,0,0,0.0,0.0,-0.07272274121747802,0.7714639884479342
69203,2025-02-18 01:23:00,0.3566,1.1541,0.0,0,0,0.0,0.0,-0.07007478028353242,0.7714636195051979
69204,2025-02-18 01:24:00,0.3571,1.1528,0.0,0,0,0.0,0.0,-0.07228021832770826,0.7714626278343081
69205,2025-02-18 01:25:00,0.3563,1.1507,0.0,0,0,0.0,0.0,-0.07237076449232771,0.7714615566240552
69206,2025-02-18 01:26:00,0.3558,1.1492,0.0,0,0,0.0,0.0,-0.0725893033017071,0.7714602630492067
69207,2025-02-18 01:27:00,0.3569,1.1506,0.0,0,0,0.0,0.0,-0.07375061861186416,0.7714591225785605
69208,2025-02-18 01:28:00,0.357,1.1506,0.0,0,0,0.0,0.0,-0.07396414064395196,0.7714581135499544
69209,2025-02-18 01:29:00,0.3572,1.1502,0.0,0,0,0.0,0.0,-0.0747412575204367,0.7714572466656433
69210,2025-02-18 01:30:00,0.3577,1.1507,0.0,0,0,0.0,0.0,-0.0753830205338002,0.7714566682064009
69211,2025-02-18 01:31:00,0.3573,1.1505,0.0,0,0,0.0,0.0,-0.07469060499129376,0.7714580855001651
69212,2025-02-18 01:32:00,0.3574,1.1512,0.0,0,0,0.0,0.0,-0.07429510153328434,0.7714599450911778
69213,2025-02-18 01:33:00,0.3569,1.1518,0.0,0,0,0.0,0.0,-0.07269090980232773,0.7714619233924934
69214,2025-02-18 01:34:00,0.358,1.1556,0.0,0,0,0.0,0.0,-0.0717681220305384,0.7714640846825831
69215,2025-02-18 01:35:00,0.3589,1.1581,0.0,0,0,0.0,0.0,-0.07154097371923718,0.7714664132002071
69216,2025-02-18 01:36:00,0.3583,1.1561,0.0,0,0,0.0,0.0,-0.071975545335482,0.7714685547737979
69217,2025-02-18 01:37:00,0.3574,1.1532,0.0,0,0,0.0,0.0,-0.07254374353939597,0.7714706932790064
69218,2025-02-18 01:38:00,0.3573,1.1529,0.0,0,0,0.0,0.0,-0.07258507789791402,0.7714719885682214
69219,2025-02-18 01:39:00,0.3582,1.156,0.0,0,0,0.0,0.0,-0.07183778986953038,0.7714728468070108
69220,2025-02-18 01:40:00,0.3583,1.1561,0.0,0,0,0.0,0.0,-0.07196365339084099,0.7714744305022042
69221,2025-02-18 01:41:00,0.3574,1.1548,0.0,0,0,0.0,0.0,-0.07114559661553244,0.7714756666880493
69222,2025-02-18 01:42:00,0.3583,1.1574,0.0,0,0,0.0,0.0,-0.07083398545087793,0.7714773239196935
69223,2025-02-18 01:43:00,0.3581,1.16,0.0,0,0,0.0,0.0,-0.06815654727893727,0.7714787021069517
69224,2025-02-18 01:44:00,0.3573,1.1592,0.0,0,0,0.0,0.0,-0.06711823745919476,0.771480196868161
69225,2025-02-18 01:45:00,0.3567,1.1556,0.0,0,0,0.0,0.0,-0.06892916019535411,0.7714818805024865
69226,2025-02-18 01:46:00,0.3571,1.1562,0.0,0,0,0.0,0.0,-0.06927167688254876,0.7714843238974509
69227,2025-02-18 01:47:00,0.3577,1.1566,0.0,0,0,0.0,0.0,-0.07021767341915397,0.7714876522661335
69228,2025-02-18 01:48:00,0.3589,1.1599,0.0,0,0,0.0,0.0,-0.06994912396181008,0.771491045843012
69229,2025-02-18 01:49:00,0.3575,1.1592,0.0,0,0,0.0,0.0,-0.06753451484514883,0.7714934417471857
69230,2025-02-18 01:50:00,0.3576,1.1606,0.0,0,0,0.0,0.0,-0.06654035650888657,0.7714958399471965
69231,2025-02-18 01:51:00,0.3582,1.1627,0.0,0,0,0.0,0.0,-0.06602324442014174,0.7714973461768259
69232,2025-02-18 01:52:00,0.3589,1.1618,0.0,0,0,0.0,0.0,-0.06830082008358007,0.771499811052614
69233,2025-02-18 01:53:00,0.359,1.161,0.0,0,0,0.0,0.0,-0.06920158646757946,0.7715021446847633
69234,2025-02-18 01:54:00,0.3593,1.1604,0.0,0,0,0.0,0.0,-0.07035971885740588,0.7715054526983915
69235,2025-02-18 01:55:00,0.36,1.1623,0.0,0,0,0.0,0.0,-0.07022205283557192,0.7715088841086875
69236,2025-02-18 01:56:00,0.3592,1.1624,0.0,0,0,0.0,0.0,-0.0684162930563269,0.7715130444521339
69237,2025-02-18 01:57:00,0.3593,1.1631,0.0,0,0,0.0,0.0,-0.0680255321765535,0.7715179064751708
69238,2025-02-18 01:58:00,0.3586,1.1621,0.0,0,0,0.0,0.0,-0.0673777519552956,0.771522203587776
69239,2025-02-18 01:59:00,0.3589,1.162,0.0,0,0,0.0,0.0,-0.06810558505177433,0.7715265802998564
69240,2025-02-18 02:00:00,0.36,1.1633,0.0,0,0,0.0,0.0,-0.06934501287844319,0.7715312584882225
69241,2025-02-18 02:01:00,0.3593,1.1613,0.0,0,0,0.0,0.0,-0.06956089235779839,0.771534468898347
69242,2025-02-18 02:02:00,0.3588,1.1619,0.0,0,0,0.0,0.0,-0.06796674121604229,0.7715380209798249
69243,2025-02-18 02:03:00,0.358,1.1605,0.0,0,0,0.0,0.0,-0.06744665130400807,0.771543133283576
69244,2025-02-18 02:04:00,0.3578,1.1599,0.0,0,0,0.0,0.0,-0.06752886888241327,0.7715492057422685
69245,2025-02-18 02:05:00,0.3576,1.16,0.0,0,0,0.0,0.0,-0.06700749177804499,0.7715552746065564
69246,2025-02-18 02:06:00,0.3577,1.1569,0.0,0,0,0.0,0.0,-0.06989516625014203,0.7715620829936986
69247,2025-02-18 02:07:00,0.3573,1.1573,0.0,0,0,0.0,0.0,-0.06868202989239314,0.7715694967889455
69248,2025-02-18 02:08:00,0.3579,1.1582,0.0,0,0,0.0,0.0,-0.06919529482063758,0.7715759939720969
69249,2025-02-18 02:09:00,0.3568,1.1553,0.0,0,0,0.0,0.0,-0.06932328304819191,0.7715824285534464
69250,2025-02-18 02:10:00,0.3568,1.1555,0.0,0,0,0.0,0.0,-0.06914616939155727,0.7715891375001894
69251,2025-02-18 02:11:00,0.3564,1.1546,0.0,0,0,0.0,0.0,-0.06905592925896142,0.7715954784878885
69252,2025-02-18 02:12:00,0.3565,1.1552,0.0,0,0,0.0,0.0,-0.06874891558044927,0.771601972986688
69253,2025-02-18 02:13:00,0.3558,1.1537,0.0,0,0,0.0,0.0,-0.06852784930881539,0.7716079063719482
69254,2025-02-18 02:14:00,0.3563,1.1538,0.0,0,0,0.0,0.0,-0.06952097406129054,0.7716134775923482
69255,2025-02-18 02:15:00,0.3557,1.152,0.0,0,0,0.0,0.0,-0.06977789965327141,0.7716194433142222
69256,2025-02-18 02:16:00,0.3561,1.153,0.0,0,0,0.0,0.0,-0.0697737777410935,0.7716245601122697
69257,2025-02-18 02:17:00,0.3552,1.1525,0.0,0,0,0.0,0.0,-0.06825130431973947,0.7716293481281593
69258,2025-02-18 02:18:00,0.3541,1.1491,0.0,0,0,0.0,0.0,-0.06880875636572925,0.7716345113281774
69259,2025-02-18 02:19:00,0.3543,1.1477,0.0,0,0,0.0,0.0,-0.07045972893470287,0.7716399883312528
69260,2025-02-18 02:20:00,0.3548,1.1478,0.0,0,0,0.0,0.0,-0.07145686437549781,0.7716458384787342
69261,2025-02-18 02:21:00,0.3555,1.1483,0.0,0,0,0.0,0.0,-0.07253834292535755,0.771651504430218
69262,2025-02-18 02:22:00,0.3561,1.1505,0.0,0,0,0.0,0.0,-0.07192179937601717,0.7716566969541622
69263,2025-02-18 02:23:00,0.3564,1.1521,0.0,0,0,0.0,0.0,-0.07117814753237339,0.7716618851556766
69264,2025-02-18 02:24:00,0.3566,1.1522,0.0,0,0,0.0,0.0,-0.0715204173598104,0.7716675193615056
69265,2025-02-18 02:25:00,0.3574,1.1538,0.0,0,0,0.0,0.0,-0.07185827671720413,0.7716724657656979
69266,2025-02-18 02:26:00,0.3572,1.1536,0.0,0,0,0.0,0.0,-0.07159586610393576,0.7716780301072285
