,timestamps,symbol1,symbol2,pnl,ai_position,vr_position,ratio,Kalman_beta
36,2025-02-18 00:37:00,0.3529,1.1386,0.0,0,0,-0.008520661476591473,0.5671226826448499
37,2025-02-18 00:38:00,0.3532,1.1385,0.0,0,0,-0.009071400727728163,0.5671380974171228
38,2025-02-18 00:39:00,0.3528,1.1386,0.0,0,0,-0.00832345865982731,0.5671523861539151
39,2025-02-18 00:40:00,0.3533,1.1396,0.0,0,0,-0.008231563643233852,0.5671663104693051
40,2025-02-18 00:41:00,0.3534,1.1393,0.0,0,0,-0.00863729339925412,0.5671808678415567
41,2025-02-18 00:42:00,0.3531,1.1383,0.0,0,0,-0.009014848325854197,0.5671961761341449
42,2025-02-18 00:43:00,0.3533,1.1388,0.0,0,0,-0.008878293613424404,0.5672111557659081
43,2025-02-18 00:44:00,0.3529,1.1382,0.0,0,0,-0.008744425603399386,0.5672260619384621
44,2025-02-18 00:45:00,0.3533,1.1401,0.0,0,0,-0.007702968979172886,0.5672390360248555
45,2025-02-18 00:46:00,0.3564,1.1469,0.0,0,0,-0.006697955772965392,0.5672493331253583
46,2025-02-18 00:47:00,0.3558,1.1438,0.0,0,0,-0.008431342884149817,0.5672625223711398
47,2025-02-18 00:48:00,0.3545,1.1411,0.0,0,0,-0.008700164355588624,0.5672766524419415
48,2025-02-18 00:49:00,0.3538,1.1411,0.0,0,0,-0.007563125780213231,0.5672891749941306
49,2025-02-18 00:50:00,0.3559,1.1457,0.0,0,0,-0.006883025960671696,0.5672998836663375
50,2025-02-18 00:51:00,0.3559,1.1458,0.0,0,0,-0.006781728353804639,0.5673104269847897
51,2025-02-18 00:52:00,0.3547,1.1448,0.0,0,0,-0.005726911851629324,0.5673196459962864
52,2025-02-18 00:53:00,0.353,1.14,0.0,0,0,-0.007187975317273665,0.56733178296722
53,2025-02-18 00:54:00,0.3526,1.1409,0.0,0,0,-0.005743535636540287,0.5673415811256275
54,2025-02-18 00:55:00,0.3539,1.1413,0.0,0,0,-0.007465319240060442,0.567353848009527
55,2025-02-18 00:56:00,0.3536,1.1407,0.0,0,0,-0.007494384329584269,0.567366258430079
56,2025-02-18 00:57:00,0.3541,1.1413,0.0,0,0,-0.007754088563839967,0.5673789058649594
57,2025-02-18 00:58:00,0.3533,1.1404,0.0,0,0,-0.007244536150367797,0.5673909854795575
58,2025-02-18 00:59:00,0.3531,1.1412,0.0,0,0,-0.006209003477411934,0.5674013883012877
59,2025-02-18 01:00:00,0.3537,1.1415,0.0,0,0,-0.006895108115711035,0.5674127360170615
60,2025-02-18 01:01:00,0.354,1.1425,0.0,0,0,-0.00648700467279506,0.567423311804603
61,2025-02-18 01:02:00,0.3546,1.141,0.0,0,0,-0.008743539362676023,0.5674373084884782
62,2025-02-18 01:03:00,0.3542,1.1408,0.0,0,0,-0.008261205512800629,0.5674506779776732
63,2025-02-18 01:04:00,0.354,1.1405,0.0,0,0,-0.008186666227197659,0.5674639932907442
64,2025-02-18 01:05:00,0.3551,1.1428,0.0,0,0,-0.007916208676124303,0.5674764496204038
65,2025-02-18 01:06:00,0.3559,1.1458,0.0,0,0,-0.006557998744428417,0.5674865153961711
66,2025-02-18 01:07:00,0.3574,1.1475,0.0,0,0,-0.007446878457528783,0.5674974160632421
67,2025-02-18 01:08:00,0.3589,1.1496,0.0,0,0,-0.007978999015970767,0.5675085319684076
68,2025-02-18 01:09:00,0.3585,1.1467,0.0,0,0,-0.009851824914705265,0.5675224320870561
69,2025-02-18 01:10:00,0.3603,1.1513,0.0,0,0,-0.008673093777223806,0.5675339390064482
70,2025-02-18 01:11:00,0.3596,1.1513,0.0,0,0,-0.007554033675373439,0.5675442008539668
71,2025-02-18 01:12:00,0.359,1.152,0.0,0,0,-0.005986254146329473,0.5675524950503701
72,2025-02-18 01:13:00,0.3591,1.1515,0.0,0,0,-0.006565066055092772,0.5675615557233367
73,2025-02-18 01:14:00,0.3582,1.1514,0.0,0,0,-0.00521699800235953,0.5675689698170517
74,2025-02-18 01:15:00,0.3577,1.1491,0.0,0,0,-0.006410623157739881,0.5675782238301337
75,2025-02-18 01:16:00,0.358,1.1513,0.0,0,0,-0.00496357691135263,0.5675853152653264
76,2025-02-18 01:17:00,0.3583,1.1524,0.0,0,0,-0.0044748750607974674,0.5675916422444227
77,2025-02-18 01:18:00,0.3577,1.1522,0.0,0,0,-0.0036896103242811673,0.5675969587979732
78,2025-02-18 01:19:00,0.3576,1.1524,0.0,0,0,-0.0033504754942405013,0.5676017992837
79,2025-02-18 01:20:00,0.3575,1.1521,0.0,0,0,-0.003445024694705312,0.5676067893075911
80,2025-02-18 01:21:00,0.3568,1.1497,0.0,0,0,-0.004408798129862612,0.567613315151973
81,2025-02-18 01:22:00,0.3567,1.1513,0.0,0,0,-0.002853123375112676,0.5676175488336319
82,2025-02-18 01:23:00,0.3566,1.1541,0.0,0,0,-0.0002643462011274744,0.5676179420641232
83,2025-02-18 01:24:00,0.3571,1.1528,0.0,0,0,-0.0021822367174809676,0.5676211352164692
84,2025-02-18 01:25:00,0.3563,1.1507,0.0,0,0,-0.002726882319321944,0.5676252245441957
85,2025-02-18 01:26:00,0.3558,1.1492,0.0,0,0,-0.0032275110890558345,0.567630136775053
86,2025-02-18 01:27:00,0.3569,1.1506,0.0,0,0,-0.003754491944294225,0.5676356541779426
87,2025-02-18 01:28:00,0.357,1.1506,0.0,0,0,-0.003905495215257404,0.5676413715586606
88,2025-02-18 01:29:00,0.3572,1.1502,0.0,0,0,-0.004561757210349793,0.5676480028551297
89,2025-02-18 01:30:00,0.3577,1.1507,0.0,0,0,-0.004911111998970652,0.5676550231676682
90,2025-02-18 01:31:00,0.3573,1.1505,0.0,0,0,-0.004440688041904894,0.5676614498650607
91,2025-02-18 01:32:00,0.3574,1.1512,0.0,0,0,-0.003983129238124383,0.5676671922202909
92,2025-02-18 01:33:00,0.3569,1.1518,0.0,0,0,-0.002661883709620727,0.5676710894187859
93,2025-02-18 01:34:00,0.358,1.1556,0.0,0,0,-0.0011127803709169992,0.567672660579101
94,2025-02-18 01:35:00,0.3589,1.1581,0.0,0,0,-0.00037629104148229064,0.5676731758390198
95,2025-02-18 01:36:00,0.3583,1.1561,0.0,0,0,-0.0011525802865802737,0.5676747853261418
96,2025-02-18 01:37:00,0.3574,1.1532,0.0,0,0,-0.002231876076526862,0.567677993605886
97,2025-02-18 01:38:00,0.3573,1.1529,0.0,0,0,-0.002328423514464162,0.5676813494589156
98,2025-02-18 01:39:00,0.3582,1.156,0.0,0,0,-0.001069105993064201,0.5676828446026332
99,2025-02-18 01:40:00,0.3583,1.1561,0.0,0,0,-0.0011387387291612594,0.5676844309288432
100,2025-02-18 01:41:00,0.3574,1.1548,0.0,0,0,-0.0008343929559718744,0.5676856275509087
101,2025-02-18 01:42:00,0.3583,1.1574,0.0,0,0,-1.3166322584190482e-05,0.5676856458704452
102,2025-02-18 01:43:00,0.3581,1.16,0.0,0,0,0.002542498032638507,0.5676820866215606
103,2025-02-18 01:44:00,0.3573,1.1592,0.0,0,0,0.003115844986332883,0.5676776112701805
104,2025-02-18 01:45:00,0.3567,1.1556,0.0,0,0,0.0009575351974471236,0.5676762100043037
105,2025-02-18 01:46:00,0.3571,1.1562,0.0,0,0,0.0008386606561840981,0.5676749991302429
106,2025-02-18 01:47:00,0.3577,1.1566,0.0,0,0,0.0002310807326761921,0.5676746721545058
107,2025-02-18 01:48:00,0.3589,1.1599,0.0,0,0,0.0011765827407488327,0.5676730738654211
108,2025-02-18 01:49:00,0.3575,1.1592,0.0,0,0,0.0027859082521810574,0.5676691102246014
109,2025-02-18 01:50:00,0.3576,1.1606,0.0,0,0,0.003826309180052334,0.5676636874213817
110,2025-02-18 01:51:00,0.3582,1.1627,0.0,0,0,0.004672881064204049,0.5676571991087124
111,2025-02-18 01:52:00,0.3589,1.1618,0.0,0,0,0.002784606482335028,0.5676534253064619
112,2025-02-18 01:53:00,0.359,1.161,0.0,0,0,0.0019337022878603838,0.5676508150109435
113,2025-02-18 01:54:00,0.3593,1.1604,0.0,0,0,0.0009406975293106967,0.5676495588977492
114,2025-02-18 01:55:00,0.36,1.1623,0.0,0,0,0.0014689072242860535,0.5676476460204941
115,2025-02-18 01:56:00,0.3592,1.1624,0.0,0,0,0.0028120610357703635,0.5676438815811915
116,2025-02-18 01:57:00,0.3593,1.1631,0.0,0,0,0.003249464943065772,0.5676395488320607
117,2025-02-18 01:58:00,0.3586,1.1621,0.0,0,0,0.0034891814667269427,0.5676347855068915
118,2025-02-18 01:59:00,0.3589,1.162,0.0,0,0,0.0029224968245475935,0.5676308386012524
119,2025-02-18 02:00:00,0.36,1.1633,0.0,0,0,0.0022988857333080537,0.5676278525851669
120,2025-02-18 02:01:00,0.3593,1.1613,0.0,0,0,0.0016795386297471238,0.5676256176151137
121,2025-02-18 02:02:00,0.3588,1.1619,0.0,0,0,0.0029804499107753957,0.5676215843848172
122,2025-02-18 02:03:00,0.358,1.1605,0.0,0,0,0.0030356099658669367,0.5676173658617669
123,2025-02-18 02:04:00,0.3578,1.1599,0.0,0,0,0.0028298637708290553,0.567613409145739
124,2025-02-18 02:05:00,0.3576,1.16,0.0,0,0,0.0032268388528414738,0.56760886992456
125,2025-02-18 02:06:00,0.3577,1.1569,0.0,0,0,0.00039134208732760634,0.5676083215610636
126,2025-02-18 02:07:00,0.3573,1.1573,0.0,0,0,0.0013693147371804937,0.567606378426039
127,2025-02-18 02:08:00,0.3579,1.1582,0.0,0,0,0.0011918885003616708,0.5676047213589729
128,2025-02-18 02:09:00,0.3568,1.1553,0.0,0,0,0.00043118864372615473,0.5676041001279897
129,2025-02-18 02:10:00,0.3568,1.1555,0.0,0,0,0.000603051044632763,0.567603231824685
130,2025-02-18 02:11:00,0.3564,1.1546,0.0,0,0,0.0004596025640614121,0.5676025618932905
131,2025-02-18 02:12:00,0.3565,1.1552,0.0,0,0,0.0008182091252147972,0.5676013738245164
132,2025-02-18 02:13:00,0.3558,1.1537,0.0,0,0,0.0006331846314977518,0.5676004342837747
133,2025-02-18 02:14:00,0.3563,1.1538,0.0,0,0,-7.706281620478705e-05,0.5676005467551548
134,2025-02-18 02:15:00,0.3557,1.152,0.0,0,0,-0.0006803107717163748,0.5676015581028108
135,2025-02-18 02:16:00,0.3561,1.153,0.0,0,0,-0.0004496403241811553,0.5676022176803783
136,2025-02-18 02:17:00,0.3552,1.1525,0.0,0,0,0.0005518369693571223,0.567601385471554
137,2025-02-18 02:18:00,0.3541,1.1491,0.0,0,0,-0.0006408002630526877,0.5676023842566628
138,2025-02-18 02:19:00,0.3543,1.1477,0.0,0,0,-0.002175876142192279,0.567605752741411
139,2025-02-18 02:20:00,0.3548,1.1478,0.0,0,0,-0.0028832454330602886,0.5676101453910383
140,2025-02-18 02:21:00,0.3555,1.1483,0.0,0,0,-0.003559143644134788,0.5676154472184485
141,2025-02-18 02:22:00,0.3561,1.1505,0.0,0,0,-0.0025969519750239645,0.5676192402620511
142,2025-02-18 02:23:00,0.3564,1.1521,0.0,0,0,-0.0016817583000838798,0.5676216714589736
143,2025-02-18 02:24:00,0.3566,1.1522,0.0,0,0,-0.0019094854649307491,0.5676244123179884
144,2025-02-18 02:25:00,0.3574,1.1538,0.0,0,0,-0.0017901255627698065,0.5676269135200295
145,2025-02-18 02:26:00,0.3572,1.1536,0.0,0,0,-0.0016423860544851898,0.5676292222893453
146,2025-02-18 02:27:00,0.357,1.1539,0.0,0,0,-0.0010622767670356303,0.5676307246112449
147,2025-02-18 02:28:00,0.3572,1.1536,0.0,0,0,-0.0016368578203973527,0.5676330229141061
148,2025-02-18 02:29:00,0.3578,1.1536,0.0,0,0,-0.0025842490114410532,0.5676365771717377
149,2025-02-18 02:30:00,0.3566,1.151,0.0,0,0,-0.0029276423839660337,0.5676407651998607
150,2025-02-18 02:31:00,0.3562,1.1501,0.0,0,0,-0.0030664906478089504,0.5676452064649917
151,2025-02-18 02:32:00,0.3557,1.1501,0.0,0,0,-0.002264460092449294,0.5676485370131183
152,2025-02-18 02:33:00,0.3568,1.1523,0.0,0,0,-0.002101840856204351,0.5676515183734786
153,2025-02-18 02:34:00,0.3573,1.1532,0.0,0,0,-0.002111696254866291,0.5676544627255389
154,2025-02-18 02:35:00,0.3565,1.1515,0.0,0,0,-0.002309789300606657,0.5676577676162391
155,2025-02-18 02:36:00,0.3571,1.1515,0.0,0,0,-0.003257699120049695,0.5676623348013088
156,2025-02-18 02:37:00,0.3563,1.1478,0.0,0,0,-0.00519226322517341,0.5676698037857755
157,2025-02-18 02:38:00,0.357,1.15,0.0,0,0,-0.0043825798144080386,0.5676759610316866
158,2025-02-18 02:39:00,0.3574,1.1507,0.0,0,0,-0.004400763106754413,0.5676820582398474
159,2025-02-18 02:40:00,0.3573,1.1513,0.0,0,0,-0.00371302084598657,0.5676872170193396
160,2025-02-18 02:41:00,0.3562,1.1465,0.0,0,0,-0.00612794072067524,0.5676960406939231
161,2025-02-18 02:42:00,0.3568,1.1483,0.0,0,0,-0.005503343880053357,0.5677038059809097
162,2025-02-18 02:43:00,0.3567,1.149,0.0,0,0,-0.004725110911011021,0.5677104913123123
163,2025-02-18 02:44:00,0.3571,1.1503,0.0,0,0,-0.00422195596225472,0.5677163824900996
164,2025-02-18 02:45:00,0.3578,1.1513,0.0,0,0,-0.004455664972256579,0.5677224510438299
165,2025-02-18 02:46:00,0.3571,1.1496,0.0,0,0,-0.004811716310697212,0.5677291578815129
166,2025-02-18 02:47:00,0.3576,1.1493,0.0,0,0,-0.005855106372652075,0.5677371781030439
167,2025-02-18 02:48:00,0.3577,1.1497,0.0,0,0,-0.005654320346724417,0.5677448928159625
168,2025-02-18 02:49:00,0.3589,1.1524,0.0,0,0,-0.005199524894761609,0.5677516934368364
169,2025-02-18 02:50:00,0.3591,1.1523,0.0,0,0,-0.005591238089931894,0.5677589511700952
170,2025-02-18 02:51:00,0.3588,1.1528,0.0,0,0,-0.00467339383301979,0.567765079764941
171,2025-02-18 02:52:00,0.3585,1.1527,0.0,0,0,-0.004276515341113729,0.5677707448168378
172,2025-02-18 02:53:00,0.3586,1.1516,0.0,0,0,-0.005378654747528744,0.5677778414486141
173,2025-02-18 02:54:00,0.3581,1.1494,0.0,0,0,-0.00648542967572352,0.5677865448902393
174,2025-02-18 02:55:00,0.3579,1.1486,0.0,0,0,-0.006850507266704109,0.567795797321557
175,2025-02-18 02:56:00,0.358,1.149,0.0,0,0,-0.006647381178910727,0.5678047398730243
176,2025-02-18 02:57:00,0.3587,1.1515,0.0,0,0,-0.005571750981341772,0.5678120504439196
177,2025-02-18 02:58:00,0.3585,1.1513,0.0,0,0,-0.005417737960659141,0.5678192059040061
178,2025-02-18 02:59:00,0.3592,1.1515,0.0,0,0,-0.0063387929371117036,0.5678273680294573
179,2025-02-18 03:00:00,0.3578,1.1486,0.0,0,0,-0.0066294305286135335,0.5678363315824252
180,2025-02-18 03:01:00,0.358,1.1496,0.0,0,0,-0.006064129790179451,0.5678444701567945
181,2025-02-18 03:02:00,0.3595,1.1513,0.0,0,0,-0.006946618908528546,0.5678533049378524
182,2025-02-18 03:03:00,0.3607,1.1542,0.0,0,0,-0.0063104638417028625,0.5678609772716917
183,2025-02-18 03:04:00,0.3621,1.1566,0.0,0,0,-0.00642014291309756,0.5678683663110791
184,2025-02-18 03:05:00,0.3625,1.157,0.0,0,0,-0.006687885195578613,0.5678759387189543
185,2025-02-18 03:06:00,0.3619,1.1545,0.0,0,0,-0.00789438267776943,0.5678850929984077
186,2025-02-18 03:07:00,0.3622,1.1557,0.0,0,0,-0.007311367207405883,0.567893468189055
187,2025-02-18 03:08:00,0.3625,1.1569,0.0,0,0,-0.006730228322746501,0.5679010831119721
188,2025-02-18 03:09:00,0.3629,1.1579,0.0,0,0,-0.006479525015349652,0.5679082938516241
189,2025-02-18 03:10:00,0.3627,1.156,0.0,0,0,-0.007793057462389008,0.5679170363178901
190,2025-02-18 03:11:00,0.3631,1.1579,0.0,0,0,-0.006763221289205257,0.5679244978729399
191,2025-02-18 03:12:00,0.3623,1.1572,0.0,0,0,-0.006103017177409686,0.5679314540998212
192,2025-02-18 03:13:00,0.3612,1.1554,0.0,0,0,-0.005920808972462943,0.5679385009377048
193,2025-02-18 03:14:00,0.3608,1.1537,0.0,0,0,-0.006750312597143759,0.5679466571653026
194,2025-02-18 03:15:00,0.3612,1.1541,0.0,0,0,-0.0070188051531997475,0.5679550055011408
195,2025-02-18 03:16:00,0.3605,1.1519,0.0,0,0,-0.0078093234064202655,0.5679645435965018
196,2025-02-18 03:17:00,0.3605,1.1514,0.0,0,0,-0.008226846453354253,0.5679745881517343
197,2025-02-18 03:18:00,0.3601,1.1495,0.0,0,0,-0.009229128312441603,0.5679860231832624
198,2025-02-18 03:19:00,0.3605,1.1502,0.0,0,0,-0.009232253628200349,0.5679972871163242
199,2025-02-18 03:20:00,0.3606,1.1526,0.0,0,0,-0.007290631803190006,0.5680061453928295
200,2025-02-18 03:21:00,0.3598,1.151,0.0,0,0,-0.00740321992147619,0.568015411299958
201,2025-02-18 03:22:00,0.3612,1.1515,0.0,0,0,-0.00915632379318243,0.5680262746298734
202,2025-02-18 03:23:00,0.3605,1.15,0.0,0,0,-0.009339041742943754,0.568037653233116
203,2025-02-18 03:24:00,0.3605,1.1509,0.0,0,0,-0.00853947027610713,0.5680480540730565
204,2025-02-18 03:25:00,0.3606,1.1507,0.0,0,0,-0.008852916096011132,0.5680587920809832
205,2025-02-18 03:26:00,0.3596,1.1487,0.0,0,0,-0.00899674758754787,0.5680701171031353
206,2025-02-18 03:27:00,0.36,1.151,0.0,0,0,-0.0076126055627040445,0.5680795549590765
207,2025-02-18 03:28:00,0.3597,1.1511,0.0,0,0,-0.007037860634686366,0.568088374758461
208,2025-02-18 03:29:00,0.3593,1.1509,0.0,0,0,-0.006566202598582316,0.5680967219770514
209,2025-02-18 03:30:00,0.3599,1.1521,0.0,0,0,-0.006458877243638583,0.5681047497909647
210,2025-02-18 03:31:00,0.3583,1.1494,0.0,0,0,-0.006261173624330096,0.5681129937476956
211,2025-02-18 03:32:00,0.3587,1.1511,0.0,0,0,-0.005406111663704083,0.5681200079818818
212,2025-02-18 03:33:00,0.3593,1.1529,0.0,0,0,-0.004783403461203428,0.5681260782745227
213,2025-02-18 03:34:00,0.3589,1.1518,0.0,0,0,-0.005094782347400351,0.5681326356068513
214,2025-02-18 03:35:00,0.36,1.1542,0.0,0,0,-0.004742268087593371,0.5681384947441581
215,2025-02-18 03:36:00,0.359,1.153,0.0,0,0,-0.004193608170535823,0.5681438684799853
216,2025-02-18 03:37:00,0.3584,1.152,0.0,0,0,-0.004102592573166142,0.5681492376833936
217,2025-02-18 03:38:00,0.3581,1.1516,0.0,0,0,-0.003966018003440208,0.5681544810794542
218,2025-02-18 03:39:00,0.3576,1.1517,0.0,0,0,-0.00307905203570058,0.5681586215678757
219,2025-02-18 03:40:00,0.3581,1.151,0.0,0,0,-0.004471766957442003,0.5681645276971544
220,2025-02-18 03:41:00,0.3579,1.1508,0.0,0,0,-0.004319320832176676,0.5681702699578459
221,2025-02-18 03:42:00,0.3574,1.151,0.0,0,0,-0.003344397158973722,0.5681747918567635
222,2025-02-18 03:43:00,0.3571,1.1502,0.0,0,0,-0.003555287851120914,0.5681796461620594
223,2025-02-18 03:44:00,0.3575,1.1514,0.0,0,0,-0.0031421962582977025,0.5681838755285308
224,2025-02-18 03:45:00,0.3566,1.1496,0.0,0,0,-0.0032678381616380037,0.5681884090370489
225,2025-02-18 03:46:00,0.3561,1.1465,0.0,0,0,-0.005160238462479927,0.5681956845552188
226,2025-02-18 03:47:00,0.3565,1.1482,0.0,0,0,-0.004307614305888996,0.5682016737960572
227,2025-02-18 03:48:00,0.3568,1.1479,0.0,0,0,-0.00503655986682483,0.5682086020056497
228,2025-02-18 03:49:00,0.3566,1.1483,0.0,0,0,-0.004360628172034975,0.5682146378889346
229,2025-02-18 03:50:00,0.3565,1.1492,0.0,0,0,-0.003410809544733384,0.5682193723741759
230,2025-02-18 03:51:00,0.3561,1.148,0.0,0,0,-0.003809825031314995,0.5682247290453565
231,2025-02-18 03:52:00,0.356,1.1478,0.0,0,0,-0.003816624766475263,0.5682301100265064
232,2025-02-18 03:53:00,0.3561,1.1491,0.0,0,0,-0.002838428663023418,0.5682340962422845
233,2025-02-18 03:54:00,0.3561,1.1495,0.0,0,0,-0.0024852877341620117,0.5682375844963318
234,2025-02-18 03:55:00,0.3575,1.1484,0.0,0,0,-0.005660756502787967,0.5682451549482137
235,2025-02-18 03:56:00,0.3576,1.1488,0.0,0,0,-0.005460285880600102,0.5682524281964926
236,2025-02-18 03:57:00,0.3573,1.1488,0.0,0,0,-0.0049731994389192735,0.5682591189275529
237,2025-02-18 03:58:00,0.3573,1.15,0.0,0,0,-0.00392116226390804,0.5682643916035722
238,2025-02-18 03:59:00,0.3568,1.1505,0.0,0,0,-0.0026851988680682837,0.5682680631487146
239,2025-02-18 04:00:00,0.3556,1.1475,0.0,0,0,-0.0033747882160121145,0.5682728646071001
240,2025-02-18 04:01:00,0.3552,1.1484,0.0,0,0,-0.0019471837837321537,0.5682756698166809
241,2025-02-18 04:02:00,0.355,1.1455,0.0,0,0,-0.0041470156315022155,0.5682816794446329
242,2025-02-18 04:03:00,0.3547,1.146,0.0,0,0,-0.003223526043685143,0.5682863932896587
243,2025-02-18 04:04:00,0.3555,1.1481,0.0,0,0,-0.0026675395044647443,0.5682901914355261
244,2025-02-18 04:05:00,0.3568,1.1501,0.0,0,0,-0.0029952602482870017,0.5682942714235667
245,2025-02-18 04:06:00,0.3566,1.1508,0.0,0,0,-0.0020639346781331502,0.5682971006064286
246,2025-02-18 04:07:00,0.3563,1.1499,0.0,0,0,-0.002363161419734361,0.568300371360913
247,2025-02-18 04:08:00,0.3556,1.1488,0.0,0,0,-0.0021981024631680945,0.5683034840212309
248,2025-02-18 04:09:00,0.3556,1.1491,0.0,0,0,-0.0019330198858018566,0.5683062196871672
249,2025-02-18 04:10:00,0.3554,1.1494,0.0,0,0,-0.0013494810611103247,0.5683081410373376
250,2025-02-18 04:11:00,0.3548,1.1485,0.0,0,0,-0.0011701411088154146,0.5683098390017454
251,2025-02-18 04:12:00,0.3551,1.1475,0.0,0,0,-0.002516367317302093,0.568313452695815
252,2025-02-18 04:13:00,0.355,1.1467,0.0,0,0,-0.003047432810947881,0.568317840659455
253,2025-02-18 04:14:00,0.3538,1.1462,0.0,0,0,-0.0015560114379259415,0.5683201675696428
254,2025-02-18 04:15:00,0.3542,1.1456,0.0,0,0,-0.0027161727616799025,0.5683241755230415
255,2025-02-18 04:16:00,0.3536,1.1435,0.0,0,0,-0.0035800042157571044,0.5683295558275769
256,2025-02-18 04:17:00,0.3537,1.1445,0.0,0,0,-0.0028606579078257477,0.5683338386207796
257,2025-02-18 04:18:00,0.3527,1.141,0.0,0,0,-0.0043053942793226385,0.5683404831597462
258,2025-02-18 04:19:00,0.353,1.1398,0.0,0,0,-0.005828766392535267,0.5683493896194486
259,2025-02-18 04:20:00,0.3528,1.1385,0.0,0,0,-0.0066340784157515875,0.5683595820752089
260,2025-02-18 04:21:00,0.3544,1.1408,0.0,0,0,-0.00717287226460428,0.5683700535320823
261,2025-02-18 04:22:00,0.3541,1.1416,0.0,0,0,-0.005978169283235357,0.5683788596674726
262,2025-02-18 04:23:00,0.354,1.1408,0.0,0,0,-0.006505198543008017,0.5683884665025271
263,2025-02-18 04:24:00,0.3532,1.1367,0.0,0,0,-0.008801436755981218,0.5684017876991562
264,2025-02-18 04:25:00,0.354,1.1391,0.0,0,0,-0.0079618040756112,0.5684135295458275
265,2025-02-18 04:26:00,0.3529,1.1397,0.0,0,0,-0.005654461823809576,0.5684221563729364
266,2025-02-18 04:27:00,0.3522,1.1397,0.0,0,0,-0.0045164335915023335,0.5684291915068115
267,2025-02-18 04:28:00,0.3519,1.1386,0.0,0,0,-0.004987278485401814,0.5684370251437794
