,timestamps,symbol1,symbol2,pnl,ai_position,vr_position,ratio,beta
19,2025-02-17 00:20:00,0.3982,1.2557,0.0,0,0,-0.005286713913524976,0.5486320880787783
20,2025-02-17 00:21:00,0.3974,1.256,0.0,0,0,-0.003936885050676353,0.5486369963896794
21,2025-02-17 00:22:00,0.397,1.257,0.0,0,0,-0.0025835159299146815,0.5486402614259056
22,2025-02-17 00:23:00,0.3962,1.256,0.0,0,0,-0.0022682855722925277,0.5486432067227454
23,2025-02-17 00:24:00,0.3961,1.2551,0.0,0,0,-0.0028410910440218595,0.5486469064404013
24,2025-02-17 00:25:00,0.3969,1.2553,0.0,0,0,-0.003781409517763956,0.5486516947157528
25,2025-02-17 00:26:00,0.3956,1.252,0.0,0,0,-0.004604771695657317,0.5486577869727318
26,2025-02-17 00:27:00,0.396,1.2532,0.0,0,0,-0.004193097990643269,0.5486632574827058
27,2025-02-17 00:28:00,0.3968,1.2537,0.0,0,0,-0.0048920131348132445,0.5486694638857216
28,2025-02-17 00:29:00,0.3963,1.2537,0.0,0,0,-0.004192073852648526,0.5486748721790901
29,2025-02-17 00:30:00,0.3955,1.2512,0.0,0,0,-0.005069582657907579,0.5486815884152919
30,2025-02-17 00:31:00,0.3956,1.2509,0.0,0,0,-0.005437517703619998,0.5486887641545956
31,2025-02-17 00:32:00,0.3955,1.2521,0.0,0,0,-0.004331524477552806,0.548694496430882
32,2025-02-17 00:33:00,0.3971,1.2556,0.0,0,0,-0.0037481383931096124,0.5486991893606831
33,2025-02-17 00:34:00,0.396,1.254,0.0,0,0,-0.0034944031615808946,0.5487037321088868
34,2025-02-17 00:35:00,0.3953,1.251,0.0,0,0,-0.004909266353557706,0.5487102628043478
35,2025-02-17 00:36:00,0.3961,1.2532,0.0,0,0,-0.004253305680666508,0.5487157674091436
36,2025-02-17 00:37:00,0.3976,1.2576,0.0,0,0,-0.0028170198718040496,0.5487192251235199
37,2025-02-17 00:38:00,0.3972,1.2571,0.0,0,0,-0.0026572318284017182,0.5487225320960278
38,2025-02-17 00:39:00,0.3967,1.2549,0.0,0,0,-0.003710461532151599,0.5487272295073211
39,2025-02-17 00:40:00,0.3965,1.2536,0.0,0,0,-0.004461571306800471,0.5487329144937284
40,2025-02-17 00:41:00,0.3971,1.2545,0.0,0,0,-0.004564800805838765,0.5487386074826353
41,2025-02-17 00:42:00,0.3975,1.2549,0.0,0,0,-0.00478921198055815,0.5487444933218262
42,2025-02-17 00:43:00,0.3973,1.2544,0.0,0,0,-0.004902082747301972,0.5487505584530281
43,2025-02-17 00:44:00,0.3974,1.2539,0.0,0,0,-0.005428368123620575,0.5487572478970801
44,2025-02-17 00:45:00,0.3983,1.2534,0.0,0,0,-0.007054981133276406,0.5487656589210658
45,2025-02-17 00:46:00,0.3973,1.2506,0.0,0,0,-0.007896632088558841,0.5487754170358837
46,2025-02-17 00:47:00,0.3959,1.2505,0.0,0,0,-0.006027705530131766,0.5487832346249936
47,2025-02-17 00:48:00,0.3953,1.2482,0.0,0,0,-0.007022662980853411,0.5487925242962584
48,2025-02-17 00:49:00,0.3952,1.2482,0.0,0,0,-0.006870438428777659,0.5488016381079374
49,2025-02-17 00:50:00,0.3945,1.2482,0.0,0,0,-0.005886020377328882,0.5488096243648474
50,2025-02-17 00:51:00,0.3953,1.248,0.0,0,0,-0.007144154092362576,0.5488190589000898
51,2025-02-17 00:52:00,0.3961,1.2492,0.0,0,0,-0.00727851631051768,0.5488284082810478
52,2025-02-17 00:53:00,0.3979,1.2531,0.0,0,0,-0.006636969373079338,0.548836402912944
53,2025-02-17 00:54:00,0.3987,1.2555,0.0,0,0,-0.005814716439448642,0.548843199992053
54,2025-02-17 00:55:00,0.4004,1.2569,0.0,0,0,-0.007022009377678162,0.5488508827496779
55,2025-02-17 00:56:00,0.3988,1.2561,0.0,0,0,-0.005450605876280323,0.5488572266674401
56,2025-02-17 00:57:00,0.3987,1.2579,0.0,0,0,-0.003873524163305664,0.5488617504921257
57,2025-02-17 00:58:00,0.3986,1.2568,0.0,0,0,-0.00460183924676405,0.5488671432405802
58,2025-02-17 00:59:00,0.3991,1.2606,0.0,0,0,-0.0022665537352655196,0.5488697486881641
59,2025-02-17 01:00:00,0.399,1.2582,0.0,0,0,-0.004026935256351893,0.5488743939027829
60,2025-02-17 01:01:00,0.4024,1.2646,0.0,0,0,-0.0036036425371291925,0.5488780143739209
61,2025-02-17 01:02:00,0.4016,1.263,0.0,0,0,-0.0037701739336160056,0.5488819331226135
62,2025-02-17 01:03:00,0.4018,1.2631,0.0,0,0,-0.003956730923390772,0.5488860106854875
63,2025-02-17 01:04:00,0.4007,1.2615,0.0,0,0,-0.003712418885551849,0.5488900140909542
64,2025-02-17 01:05:00,0.4008,1.262,0.0,0,0,-0.003446515656792326,0.5488937149027503
65,2025-02-17 01:06:00,0.3996,1.2587,0.0,0,0,-0.004410510615102448,0.5488986813519193
66,2025-02-17 01:07:00,0.4006,1.2588,0.0,0,0,-0.005692074776133871,0.5489048400268381
67,2025-02-17 01:08:00,0.4,1.258,0.0,0,0,-0.0054945260064458434,0.5489109278252798
68,2025-02-17 01:09:00,0.4002,1.2586,0.0,0,0,-0.005281956110411823,0.5489167323570124
69,2025-02-17 01:10:00,0.4007,1.26,0.0,0,0,-0.00484632727621348,0.5489219509098603
70,2025-02-17 01:11:00,0.4027,1.2644,0.0,0,0,-0.0040855700129112105,0.5489259931994281
71,2025-02-17 01:12:00,0.4042,1.2674,0.0,0,0,-0.0037494750492943485,0.5489294586409524
72,2025-02-17 01:13:00,0.404,1.2664,0.0,0,0,-0.004259042111194322,0.5489334322239903
73,2025-02-17 01:14:00,0.4055,1.2652,0.0,0,0,-0.0072277378692566785,0.5489397067927713
74,2025-02-17 01:15:00,0.4055,1.2672,0.0,0,0,-0.005637548379233359,0.5489446018217335
75,2025-02-17 01:16:00,0.4063,1.2706,0.0,0,0,-0.0040323802671606845,0.5489479645759862
76,2025-02-17 01:17:00,0.4044,1.2681,0.0,0,0,-0.003422312192063681,0.5489511003324269
77,2025-02-17 01:18:00,0.4034,1.2655,0.0,0,0,-0.00410779444950482,0.5489550426401014
78,2025-02-17 01:19:00,0.4031,1.2634,0.0,0,0,-0.005350022041885727,0.548960246828431
79,2025-02-17 01:20:00,0.4032,1.263,0.0,0,0,-0.005791832258936536,0.5489658554446875
80,2025-02-17 01:21:00,0.4021,1.2597,0.0,0,0,-0.006895207402724868,0.5489728624069321
81,2025-02-17 01:22:00,0.4028,1.2605,0.0,0,0,-0.007201482716542529,0.5489799603377097
82,2025-02-17 01:23:00,0.4016,1.2604,0.0,0,0,-0.005632131496965842,0.5489858056152759
83,2025-02-17 01:24:00,0.4015,1.2601,0.0,0,0,-0.005722531599897551,0.5489917688071755
84,2025-02-17 01:25:00,0.399,1.2547,0.0,0,0,-0.006575397152557394,0.5489993393772906
85,2025-02-17 01:26:00,0.3993,1.2519,0.0,0,0,-0.009204433597496453,0.5490098122136481
86,2025-02-17 01:27:00,0.4008,1.2541,0.0,0,0,-0.00948901770821331,0.5490199820295444
87,2025-02-17 01:28:00,0.4014,1.2555,0.0,0,0,-0.009177038372098156,0.5490295748835382
88,2025-02-17 01:29:00,0.4035,1.2589,0.0,0,0,-0.009319767786780009,0.5490384630227949
89,2025-02-17 01:30:00,0.4045,1.2591,0.0,0,0,-0.010500012522146829,0.5490480212590997
90,2025-02-17 01:31:00,0.4026,1.2546,0.0,0,0,-0.01147350043169082,0.5490594135912755
91,2025-02-17 01:32:00,0.4022,1.2538,0.0,0,0,-0.011543560920325713,0.5490710758547096
92,2025-02-17 01:33:00,0.4037,1.2571,0.0,0,0,-0.010938186698131624,0.5490814115835673
93,2025-02-17 01:34:00,0.4042,1.2596,0.0,0,0,-0.009612859205781477,0.5490902865914096
94,2025-02-17 01:35:00,0.4074,1.2686,0.0,0,0,-0.006810270072157065,0.5490956329542515
95,2025-02-17 01:36:00,0.4077,1.2701,0.0,0,0,-0.00602141817238655,0.5491002842380949
96,2025-02-17 01:37:00,0.4065,1.2683,0.0,0,0,-0.0058100951357551445,0.5491050746044351
97,2025-02-17 01:38:00,0.4057,1.2666,0.0,0,0,-0.0060582008686903555,0.5491102803265079
98,2025-02-17 01:39:00,0.405,1.2654,0.0,0,0,-0.006046355871212494,0.5491156601033128
99,2025-02-17 01:40:00,0.4034,1.2641,0.0,0,0,-0.0048912844013646595,0.5491203523691108
100,2025-02-17 01:41:00,0.4036,1.2637,0.0,0,0,-0.00546954877422412,0.549125551789048
101,2025-02-17 01:42:00,0.4036,1.2648,0.0,0,0,-0.0045907426587050715,0.5491299158576294
102,2025-02-17 01:43:00,0.4033,1.2636,0.0,0,0,-0.005121892010491291,0.5491348517220181
103,2025-02-17 01:44:00,0.4032,1.2651,0.0,0,0,-0.003792119574967834,0.5491385225593705
104,2025-02-17 01:45:00,0.4035,1.2649,0.0,0,0,-0.004350384890856929,0.5491426769422473
105,2025-02-17 01:46:00,0.4065,1.2696,0.0,0,0,-0.004700430029323299,0.5491465546804165
106,2025-02-17 01:47:00,0.4055,1.2699,0.0,0,0,-0.003105707899096588,0.5491492518073938
107,2025-02-17 01:48:00,0.4048,1.2685,0.0,0,0,-0.0032538022788182186,0.5491521767392334
108,2025-02-17 01:49:00,0.4048,1.2687,0.0,0,0,-0.0030902908370835647,0.549154955020433
109,2025-02-17 01:50:00,0.4053,1.2681,0.0,0,0,-0.004233198690645423,0.5491586695581108
110,2025-02-17 01:51:00,0.4058,1.2682,0.0,0,0,-0.0048222782021447586,0.5491627973577407
111,2025-02-17 01:52:00,0.4085,1.2713,0.0,0,0,-0.006011312263442092,0.5491672443174461
112,2025-02-17 01:53:00,0.4082,1.2713,0.0,0,0,-0.005597325764957195,0.5491714594640581
113,2025-02-17 01:54:00,0.4086,1.2739,0.0,0,0,-0.004084459180154876,0.5491744666318564
114,2025-02-17 01:55:00,0.4092,1.2742,0.0,0,0,-0.004646094582907101,0.5491777694957725
115,2025-02-17 01:56:00,0.4081,1.2737,0.0,0,0,-0.0035536131753088895,0.5491804653083784
116,2025-02-17 01:57:00,0.407,1.2734,0.0,0,0,-0.002302561575811768,0.5491823220418974
117,2025-02-17 01:58:00,0.4066,1.2712,0.0,0,0,-0.0034851303949412493,0.5491851935301221
118,2025-02-17 01:59:00,0.4058,1.2705,0.0,0,0,-0.002948758707213228,0.5491877258178698
119,2025-02-17 02:00:00,0.4055,1.2707,0.0,0,0,-0.00238069202784863,0.549189801630337
120,2025-02-17 02:01:00,0.4042,1.2701,0.0,0,0,-0.0010874331662514836,0.5491908113130519
121,2025-02-17 02:02:00,0.403,1.2678,0.0,0,0,-0.0012646693475331094,0.5491920516819212
122,2025-02-17 02:03:00,0.403,1.2696,0.0,0,0,0.00015381305238892917,0.5491919008315749
123,2025-02-17 02:04:00,0.4039,1.2694,0.0,0,0,-0.001226514077819263,0.5491930555922137
124,2025-02-17 02:05:00,0.4034,1.2685,0.0,0,0,-0.001253093699354002,0.5491942626849843
125,2025-02-17 02:06:00,0.405,1.2722,0.0,0,0,-0.0005134885901550978,0.5491947215998457
126,2025-02-17 02:07:00,0.4045,1.2698,0.0,0,0,-0.001720064757341766,0.5491962963964547
127,2025-02-17 02:08:00,0.404,1.27,0.0,0,0,-0.0008816187421369914,0.5491971227884902
128,2025-02-17 02:09:00,0.4039,1.268,0.0,0,0,-0.0023173021946183425,0.5491993050925899
129,2025-02-17 02:10:00,0.4029,1.2662,0.0,0,0,-0.0023719227155127864,0.549201642244282
130,2025-02-17 02:11:00,0.4015,1.2657,0.0,0,0,-0.0008535571986346691,0.5492025354654784
131,2025-02-17 02:12:00,0.4015,1.2649,0.0,0,0,-0.0014829820747056521,0.5492040871045357
132,2025-02-17 02:13:00,0.4014,1.2663,0.0,0,0,-0.00023952393892101576,0.5492043387252273
133,2025-02-17 02:14:00,0.402,1.2677,0.0,0,0,4.504221875623049e-05,0.549204292599088
134,2025-02-17 02:15:00,0.4043,1.272,0.0,0,0,0.0002974485131996829,0.5492040178656237
135,2025-02-17 02:16:00,0.4032,1.2673,0.0,0,0,-0.0019044526938256645,0.5492058682246392
136,2025-02-17 02:17:00,0.4022,1.2654,0.0,0,0,-0.0020371293755747644,0.5492079363788717
137,2025-02-17 02:18:00,0.4016,1.2645,0.0,0,0,-0.0019250215667672155,0.5492099410355953
138,2025-02-17 02:19:00,0.4018,1.2655,0.0,0,0,-0.001405264864745015,0.5492113919016302
139,2025-02-17 02:20:00,0.4019,1.2657,0.0,0,0,-0.0013812686716936362,0.5492128117465926
140,2025-02-17 02:21:00,0.4016,1.2665,0.0,0,0,-0.000338644094231344,0.5492131642492841
141,2025-02-17 02:22:00,0.4013,1.267,0.0,0,0,0.00046559783755917294,0.5492126735533968
142,2025-02-17 02:23:00,0.4016,1.2678,0.0,0,0,0.0006850795818007516,0.5492119606773789
143,2025-02-17 02:24:00,0.4014,1.2676,0.0,0,0,0.0007993641861401279,0.5492111220047846
144,2025-02-17 02:25:00,0.4005,1.2639,0.0,0,0,-0.0008893025483341921,0.5492120899944019
145,2025-02-17 02:26:00,0.4,1.2643,0.0,0,0,0.00011299746201909322,0.5492119645442131
146,2025-02-17 02:27:00,0.4007,1.267,0.0,0,0,0.001283547930936546,0.5492105794056958
147,2025-02-17 02:28:00,0.4011,1.2663,0.0,0,0,0.00018258176581520402,0.549210385620897
148,2025-02-17 02:29:00,0.4012,1.266,0.0,0,0,-0.00019090051452996804,0.5492105873591583
149,2025-02-17 02:30:00,0.4,1.2629,0.0,0,0,-0.0009954831197007685,0.5492116916331569
150,2025-02-17 02:31:00,0.3994,1.2616,0.0,0,0,-0.0011986476150737113,0.5492130525819237
151,2025-02-17 02:32:00,0.399,1.2618,0.0,0,0,-0.0004888757703116475,0.5492136161041865
152,2025-02-17 02:33:00,0.3996,1.2594,0.0,0,0,-0.0032118198432431466,0.5492172321943382
153,2025-02-17 02:34:00,0.3986,1.257,0.0,0,0,-0.003735961169609947,0.5492216019113845
154,2025-02-17 02:35:00,0.3998,1.2585,0.0,0,0,-0.004186277410644035,0.5492262751520266
155,2025-02-17 02:36:00,0.3992,1.2566,0.0,0,0,-0.004862918677175032,0.5492318307816492
156,2025-02-17 02:37:00,0.3998,1.2585,0.0,0,0,-0.004168910766294998,0.5492364818522485
157,2025-02-17 02:38:00,0.4,1.2601,0.0,0,0,-0.0031669672705584295,0.5492399862506646
158,2025-02-17 02:39:00,0.3991,1.2575,0.0,0,0,-0.0039875653148739865,0.5492445556252646
159,2025-02-17 02:40:00,0.3987,1.2578,0.0,0,0,-0.0031921110523071006,0.5492482686598349
160,2025-02-17 02:41:00,0.3984,1.2555,0.0,0,0,-0.004600061924651344,0.549253678523659
161,2025-02-17 02:42:00,0.3991,1.2567,0.0,0,0,-0.004600072341951478,0.5492589442931987
162,2025-02-17 02:43:00,0.3973,1.2552,0.0,0,0,-0.0033051448601341127,0.5492629895507112
163,2025-02-17 02:44:00,0.3968,1.2534,0.0,0,0,-0.0040406912875696754,0.5492680225433073
164,2025-02-17 02:45:00,0.3971,1.2543,0.0,0,0,-0.0037307893459297414,0.5492726177915817
165,2025-02-17 02:46:00,0.3968,1.2511,0.0,0,0,-0.005858790220943155,0.549279908938998
166,2025-02-17 02:47:00,0.3972,1.2514,0.0,0,0,-0.006160528000312859,0.5492874628599803
167,2025-02-17 02:48:00,0.3975,1.251,0.0,0,0,-0.006881617744002311,0.5492958058862272
168,2025-02-17 02:49:00,0.3965,1.2509,0.0,0,0,-0.005567132387057083,0.5493027994161488
169,2025-02-17 02:50:00,0.3974,1.2527,0.0,0,0,-0.005364247918130061,0.549309320801945
170,2025-02-17 02:51:00,0.3966,1.2499,0.0,0,0,-0.006482421376215908,0.5493174283134963
171,2025-02-17 02:52:00,0.397,1.2466,0.0,0,0,-0.009661148379259799,0.5493293344121759
172,2025-02-17 02:53:00,0.3956,1.2463,0.0,0,0,-0.0079457573145435,0.5493396165322665
173,2025-02-17 02:54:00,0.3942,1.2419,0.0,0,0,-0.009516316833984795,0.5493525188231928
174,2025-02-17 02:55:00,0.3951,1.2419,0.0,0,0,-0.010748157593191143,0.5493666511881996
175,2025-02-17 02:56:00,0.3956,1.2429,0.0,0,0,-0.010617380697900969,0.5493803676902546
176,2025-02-17 02:57:00,0.396,1.2445,0.0,0,0,-0.009866925445151331,0.5493929326208963
177,2025-02-17 02:58:00,0.3958,1.2457,0.0,0,0,-0.00860885982356574,0.5494039667475125
178,2025-02-17 02:59:00,0.396,1.2461,0.0,0,0,-0.008548735826355403,0.5494148423323343
179,2025-02-17 03:00:00,0.3961,1.2433,0.0,0,0,-0.010915786955282392,0.549428673989658
180,2025-02-17 03:01:00,0.3954,1.2439,0.0,0,0,-0.009443098538923,0.549440928013359
181,2025-02-17 03:02:00,0.3945,1.2421,0.0,0,0,-0.009620363991896141,0.5494537917489671
182,2025-02-17 03:03:00,0.3954,1.2436,0.0,0,0,-0.009646752041733375,0.5494662964054139
183,2025-02-17 03:04:00,0.3948,1.2349,0.0,0,0,-0.01580189828472356,0.5494871918523417
184,2025-02-17 03:05:00,0.3957,1.2359,0.0,0,0,-0.016212108811174075,0.5495079679397323
185,2025-02-17 03:06:00,0.3959,1.2366,0.0,0,0,-0.015892652941030594,0.5495281831190121
186,2025-02-17 03:07:00,0.3951,1.2359,0.0,0,0,-0.015317461980614233,0.5495482029676445
187,2025-02-17 03:08:00,0.3948,1.2337,0.0,0,0,-0.016649210573504436,0.5495701747436703
188,2025-02-17 03:09:00,0.3947,1.2292,0.0,0,0,-0.02012494409063159,0.5495968088913784
189,2025-02-17 03:10:00,0.3954,1.2328,0.0,0,0,-0.018139018306151056,0.5496202356138348
190,2025-02-17 03:11:00,0.3952,1.2335,0.0,0,0,-0.017259661382063918,0.5496426691658348
191,2025-02-17 03:12:00,0.3957,1.2333,0.0,0,0,-0.018081604587078637,0.5496657562165286
192,2025-02-17 03:13:00,0.3964,1.2365,0.0,0,0,-0.01642992706232449,0.5496862125772496
193,2025-02-17 03:14:00,0.3956,1.2327,0.0,0,0,-0.018361648486739823,0.5497097172009185
194,2025-02-17 03:15:00,0.3955,1.2314,0.0,0,0,-0.019240382679373225,0.5497344202343513
195,2025-02-17 03:16:00,0.3943,1.2297,0.0,0,0,-0.018914416054001015,0.5497597051896929
196,2025-02-17 03:17:00,0.3941,1.2302,0.0,0,0,-0.018193397302817882,0.5497841753220994
197,2025-02-17 03:18:00,0.3952,1.2306,0.0,0,0,-0.0193629863416106,0.5498092530149932
198,2025-02-17 03:19:00,0.3952,1.238,0.0,0,0,-0.013341680246162446,0.5498265234793202
199,2025-02-17 03:20:00,0.3959,1.2379,0.0,0,0,-0.014367561003313045,0.5498446645006542
200,2025-02-17 03:21:00,0.3946,1.2352,0.0,0,0,-0.014713867259693814,0.5498640866240109
201,2025-02-17 03:22:00,0.394,1.2338,0.0,0,0,-0.014981910766578066,0.5498842535539893
202,2025-02-17 03:23:00,0.3943,1.2333,0.0,0,0,-0.015774962303501616,0.5499052644000189
203,2025-02-17 03:24:00,0.3946,1.2325,0.0,0,0,-0.016809268554713874,0.5499274152456335
204,2025-02-17 03:25:00,0.3948,1.2299,0.0,0,0,-0.019162318799888167,0.5499524822657051
205,2025-02-17 03:26:00,0.3951,1.2317,0.0,0,0,-0.018082369006820476,0.5499758821324617
206,2025-02-17 03:27:00,0.3956,1.2285,0.0,0,0,-0.021337845233435182,0.5500030052854699
207,2025-02-17 03:28:00,0.3957,1.2262,0.0,0,0,-0.02330550855229052,0.5500325115310706
208,2025-02-17 03:29:00,0.3962,1.2252,0.0,0,0,-0.0247678733180402,0.5500633032110106
209,2025-02-17 03:30:00,0.3953,1.2233,0.0,0,0,-0.025020208897489682,0.5500953972854172
210,2025-02-17 03:31:00,0.3961,1.2267,0.0,0,0,-0.02331158879466455,0.5501244543777432
211,2025-02-17 03:32:00,0.3972,1.2274,0.0,0,0,-0.024219882231877543,0.5501534464147195
212,2025-02-17 03:33:00,0.3969,1.2261,0.0,0,0,-0.024815861973094044,0.5501834707465013
213,2025-02-17 03:34:00,0.3973,1.2275,0.0,0,0,-0.024182119203268515,0.5502122872125835
214,2025-02-17 03:35:00,0.3948,1.2272,0.0,0,0,-0.020912643001951614,0.5502395245221158
215,2025-02-17 03:36:00,0.3954,1.2272,0.0,0,0,-0.021706008336434213,0.5502671995599058
216,2025-02-17 03:37:00,0.3952,1.2284,0.0,0,0,-0.020410510552522854,0.5502933921832905
217,2025-02-17 03:38:00,0.3952,1.2299,0.0,0,0,-0.019152869394232774,0.5503179586922163
218,2025-02-17 03:39:00,0.3955,1.2313,0.0,0,0,-0.018397028480286237,0.5503412979906614
219,2025-02-17 03:40:00,0.3966,1.2327,0.0,0,0,-0.018752859715764902,0.5503641593407382
220,2025-02-17 03:41:00,0.3969,1.2337,0.0,0,0,-0.018322644690440204,0.5503862427205628
221,2025-02-17 03:42:00,0.3972,1.2348,0.0,0,0,-0.01781282068856027,0.5504074658488308
222,2025-02-17 03:43:00,0.3967,1.2355,0.0,0,0,-0.016520790292788523,0.5504275088975771
223,2025-02-17 03:44:00,0.3962,1.2339,0.0,0,0,-0.017089301171945626,0.5504486130960669
224,2025-02-17 03:45:00,0.3959,1.233,0.0,0,0,-0.01736827966098331,0.5504702843529254
225,2025-02-17 03:46:00,0.3987,1.2427,0.0,0,0,-0.01338579619601954,0.5504853159226263
226,2025-02-17 03:47:00,0.4001,1.2449,0.0,0,0,-0.013520691138916296,0.5504996591775285
227,2025-02-17 03:48:00,0.3998,1.2439,0.0,0,0,-0.013884718096726312,0.5505145694627549
228,2025-02-17 03:49:00,0.4004,1.243,0.0,0,0,-0.015404561697253794,0.550530701129261
229,2025-02-17 03:50:00,0.4003,1.243,0.0,0,0,-0.015237845881783896,0.550546722697261
230,2025-02-17 03:51:00,0.4005,1.246,0.0,0,0,-0.013077187411062785,0.5505603549479695
231,2025-02-17 03:52:00,0.4019,1.2482,0.0,0,0,-0.013209085290457945,0.5505733097694074
232,2025-02-17 03:53:00,0.4015,1.2467,0.0,0,0,-0.013836860851620836,0.5505871226283481
233,2025-02-17 03:54:00,0.4004,1.2481,0.0,0,0,-0.01118257180956872,0.5505988259597949
234,2025-02-17 03:55:00,0.4007,1.2472,0.0,0,0,-0.012292775463593864,0.5506115267212758
235,2025-02-17 03:56:00,0.4018,1.2498,0.0,0,0,-0.01169741100539945,0.5506230450818007
236,2025-02-17 03:57:00,0.4038,1.2475,0.0,0,0,-0.016242528348001217,0.5506376156553688
237,2025-02-17 03:58:00,0.4032,1.2487,0.0,0,0,-0.014434813556490123,0.5506509448386534
238,2025-02-17 03:59:00,0.3999,1.2428,0.0,0,0,-0.014617516496203353,0.5506665627916046
239,2025-02-17 04:00:00,0.4003,1.2433,0.0,0,0,-0.01473756125857073,0.5506820459397354
240,2025-02-17 04:01:00,0.4008,1.2498,0.0,0,0,-0.010191058128957042,0.550692526319449
241,2025-02-17 04:02:00,0.3999,1.2473,0.0,0,0,-0.010934424367472162,0.5507042033652835
242,2025-02-17 04:03:00,0.3994,1.2436,0.0,0,0,-0.01319090990683991,0.5507185785289301
243,2025-02-17 04:04:00,0.398,1.2404,0.0,0,0,-0.013806959381244321,0.550734476989986
244,2025-02-17 04:05:00,0.3978,1.2404,0.0,0,0,-0.013504068170816952,0.5507501413872521
245,2025-02-17 04:06:00,0.3974,1.239,0.0,0,0,-0.014052137634242623,0.5507666854930898
246,2025-02-17 04:07:00,0.3966,1.2371,0.0,0,0,-0.014448954012704074,0.5507842044425052
247,2025-02-17 04:08:00,0.397,1.2365,0.0,0,0,-0.015459385430031669,0.5508026658399324
248,2025-02-17 04:09:00,0.397,1.2357,0.0,0,0,-0.016075472956082693,0.5508218555835505
249,2025-02-17 04:10:00,0.397,1.2349,0.0,0,0,-0.016690789369907755,0.5508417722031421
250,2025-02-17 04:11:00,0.3973,1.2361,0.0,0,0,-0.016104483019632965,0.5508607671390232
251,2025-02-17 04:12:00,0.3977,1.236,0.0,0,0,-0.01670744967399329,0.5508801693469434
252,2025-02-17 04:13:00,0.3968,1.2339,0.0,0,0,-0.017126700045401844,0.5509007365418328
253,2025-02-17 04:14:00,0.3971,1.2332,0.0,0,0,-0.018075551727568806,0.5509221935394192
254,2025-02-17 04:15:00,0.3966,1.2311,0.0,0,0,-0.019048864835874757,0.5509452210936109
255,2025-02-17 04:16:00,0.396,1.2322,0.0,0,0,-0.017288062084016342,0.5509665736611036
256,2025-02-17 04:17:00,0.3949,1.23,0.0,0,0,-0.017508382375298615,0.5509890486002145
257,2025-02-17 04:18:00,0.3952,1.231,0.0,0,0,-0.01708088363069893,0.5510107349052726
258,2025-02-17 04:19:00,0.3953,1.2314,0.0,0,0,-0.01686260136618989,0.5510320584861813
259,2025-02-17 04:20:00,0.3945,1.23,0.0,0,0,-0.01685100003313922,0.5510539599475425
260,2025-02-17 04:21:00,0.3943,1.229,0.0,0,0,-0.017351034435404533,0.5510766550178754
261,2025-02-17 04:22:00,0.3945,1.2295,0.0,0,0,-0.0171902055383637,0.5510989740270092
262,2025-02-17 04:23:00,0.3954,1.2312,0.0,0,0,-0.017031195702306157,0.551120390048594
263,2025-02-17 04:24:00,0.3948,1.2301,0.0,0,0,-0.01705487120036253,0.551142283125245
264,2025-02-17 04:25:00,0.3954,1.2315,0.0,0,0,-0.016721852282731486,0.5511632897164661
265,2025-02-17 04:26:00,0.3961,1.2337,0.0,0,0,-0.015881092612419656,0.5511827349143913
266,2025-02-17 04:27:00,0.3957,1.2348,0.0,0,0,-0.01440499198805989,0.5512006222407553
267,2025-02-17 04:28:00,0.3962,1.2365,0.0,0,0,-0.01369868098078797,0.5512173194984054
